supplier_id,transport_company_id,site_id,transport_date,distance_km,co2_emissions_kg,transport_cost,transported_weight_kg
5,4,4,2025-04-05,1344.4,0.65,1129.49,19.31
6,4,4,2025-04-05,749.56,0.43,634.55,22.05
7,2,4,2025-04-05,619.15,1.03,662.48,21.9
8,3,4,2025-04-05,1390.72,1.99,1473.36,19.65
1,1,5,2025-04-05,593.51,5.35,697.16,104.58
2,2,5,2025-04-05,669.46,6.08,715.83,118.54
3,2,5,2025-04-05,1147.76,10.32,1258.12,110.88
4,3,5,2025-04-05,1730.94,13.42,1820.7,105.63
5,4,5,2025-04-05,1037.72,3.06,882.46,112.31
6,2,5,2025-04-05,648.71,6.21,711.54,114.6
7,4,5,2025-04-05,874.55,2.47,740.42,115.24
8,3,5,2025-04-05,1203.72,11.17,1280.55,118.04
1,2,1,2025-04-07,460.03,2.85,498.36,80.93
2,2,1,2025-04-07,734.94,4.45,791.52,78.82
3,1,1,2025-04-07,866.37,5.8,1005.92,75.83
4,5,1,2025-04-07,1872.95,1.95,1245.99,67.7
5,4,1,2025-04-07,877.03,1.5,755.78,70.72
6,2,1,2025-04-07,462.72,2.84,506.88,74.73
7,4,1,2025-04-07,719.03,1.36,626.44,73.6
8,5,1,2025-04-07,1444.82,1.6,943.05,70.69
1,2,2,2025-04-07,539.13,0.47,608.89,10.43
2,3,2,2025-04-07,944.96,0.72,1013.44,9.81
3,5,2,2025-04-07,617.12,0.11,406.72,11.54
4,5,2,2025-04-07,1958.38,0.34,1308.18,11.48
5,4,2,2025-04-07,1146.41,0.28,956.89,9.75
6,4,2,2025-04-07,552.33,0.16,482.72,11.6
7,1,2,2025-04-07,933.45,0.8,1077.9,9.99
8,3,2,2025-04-07,1689.76,1.52,1799.15,11.5
1,2,3,2025-04-07,304.72,3.39,331.37,137.07
2,4,3,2025-04-07,1012.61,3.62,854.83,145.47
3,1,3,2025-04-07,463.02,5.7,528.44,144.36
4,5,3,2025-04-07,2148.69,4.11,1394.3,124.59
5,4,3,2025-04-07,986.34,3.23,828.82,127.2
6,1,3,2025-04-07,302.13,3.21,355.5,128.33
7,2,3,2025-04-07,1061.68,11.58,1165.67,140.84
8,5,3,2025-04-07,1710.48,3.49,1090.07,136.69
1,2,4,2025-04-07,701.75,4.52,774.07,80.8
2,3,4,2025-04-07,1072.97,5.79,1148.8,70.52
3,1,4,2025-04-07,907.16,6.08,1028.04,75.67
4,3,4,2025-04-07,1857.98,11.3,1908.88,77.42
5,2,4,2025-04-07,1286.63,8.44,1420.24,79.15
6,1,4,2025-04-07,686.71,4.07,790.01,67.99
7,4,4,2025-04-07,675.01,1.27,576.73,75.08
8,5,4,2025-04-07,1374.79,1.64,914.39,77.69
1,4,5,2025-04-07,620.89,5.52,527.2,350.97
2,2,5,2025-04-07,669.41,22.39,754.76,406.26
3,1,5,2025-04-07,1115.73,33.28,1320.02,357.98
4,3,5,2025-04-07,1753.49,53.15,1801.94,401.21
5,1,5,2025-04-07,1033.92,36.98,1220.48,402.46
6,4,5,2025-04-07,644.71,6.17,539.62,402.14
7,4,5,2025-04-07,821.74,8.72,712.23,406.58
8,3,5,2025-04-07,1199.06,30.95,1290.4,352.04
1,4,1,2025-04-08,455.56,1.09,376.49,98.41
2,3,1,2025-04-08,755.44,5.09,794.09,88.22
3,5,1,2025-04-08,942.07,1.21,600.05,89.42
4,3,1,2025-04-08,1778.88,12.4,1916.26,89.66
5,2,1,2025-04-08,891.91,6.95,959.53,101.11
6,4,1,2025-04-08,478.15,1.05,397.48,88.86
7,1,1,2025-04-08,715.64,5.71,806.17,98.51
8,5,1,2025-04-08,1473.45,2.37,983.23,104.44
1,1,2,2025-04-08,562.98,0.47,639.53,10.03
2,2,2,2025-04-08,973.28,0.72,1081.01,9.25
3,2,2,2025-04-08,629.34,0.49,693.25,9.88
4,3,2,2025-04-08,2104.19,1.39,2180.92,9.15
5,4,2,2025-04-08,1171.05,0.28,985.74,9.8
6,1,2,2025-04-08,544.13,0.41,629.48,9.23
7,2,2,2025-04-08,914.74,0.75,1018.44,10.21
8,5,2,2025-04-08,1731.6,0.24,1145.25,9.28
1,4,3,2025-04-08,307.08,0.98,265.38,121.94
2,4,3,2025-04-08,1060.1,3.39,901.9,125.38
3,1,3,2025-04-08,462.44,5.01,521.88,128.1
4,3,3,2025-04-08,2183.25,21.18,2275.38,131.63
5,2,3,2025-04-08,974.94,10.12,1058.31,125.44
6,1,3,2025-04-08,311.64,3.61,370.69,143.0
7,1,3,2025-04-08,1041.86,11.27,1180.34,131.71
8,5,3,2025-04-08,1760.03,3.38,1140.87,126.41
1,4,4,2025-04-08,753.41,1.36,622.59,69.83
2,2,4,2025-04-08,1011.15,6.16,1142.83,75.9
3,1,4,2025-04-08,885.82,5.26,1039.55,67.42
4,3,4,2025-04-08,1895.76,10.27,1961.38,73.78
5,1,4,2025-04-08,1237.19,7.53,1462.59,68.86
6,4,4,2025-04-08,749.82,1.35,652.97,72.78
7,2,4,2025-04-08,657.99,3.66,736.65,68.97
8,5,4,2025-04-08,1332.72,1.35,853.48,69.74
1,2,5,2025-04-08,641.18,17.82,707.38,337.01
2,2,5,2025-04-08,624.69,18.85,703.53,367.39
3,5,5,2025-04-08,1106.6,5.85,731.59,342.12
4,5,5,2025-04-08,1709.15,8.49,1130.55,334.36
5,1,5,2025-04-08,1048.84,30.44,1175.1,357.86
6,1,5,2025-04-08,639.36,20.31,724.16,375.77
7,1,5,2025-04-08,881.32,24.69,990.72,334.92
8,3,5,2025-04-08,1211.94,29.87,1256.43,330.15
1,2,1,2025-04-09,479.99,2.72,538.66,67.77
2,3,1,2025-04-09,710.0,3.67,737.26,70.56
3,2,1,2025-04-09,870.75,4.84,962.37,72.99
4,3,1,2025-04-09,1822.05,10.45,1907.8,75.17
5,4,1,2025-04-09,893.65,1.42,742.83,66.67
6,1,1,2025-04-09,462.19,3.12,541.29,77.13
7,4,1,2025-04-09,742.69,1.44,629.59,74.65
8,5,1,2025-04-09,1499.06,1.69,954.31,75.59
1,2,2,2025-04-09,544.6,0.25,606.29,5.65
2,3,2,2025-04-09,932.86,0.35,974.55,5.13
3,1,2,2025-04-09,608.26,0.28,710.27,5.43
4,3,2,2025-04-09,1957.87,0.85,2009.48,5.72
5,2,2,2025-04-09,1096.8,0.51,1187.43,5.91
6,4,2,2025-04-09,516.67,0.08,448.65,5.87
7,4,2,2025-04-09,968.66,0.14,831.69,5.71
8,3,2,2025-04-09,1619.75,0.62,1711.9,5.26
1,1,3,2025-04-09,309.23,3.42,364.02,125.87
2,3,3,2025-04-09,1079.75,10.68,1116.24,131.94
3,1,3,2025-04-09,436.44,5.05,512.98,133.54
4,5,3,2025-04-09,2222.66,4.41,1480.95,137.73
5,1,3,2025-04-09,916.6,10.65,1054.71,130.78
6,4,3,2025-04-09,292.99,0.88,247.37,124.18
7,1,3,2025-04-09,1019.65,11.82,1180.64,136.13
8,5,3,2025-04-09,1814.92,4.06,1176.73,141.98
1,1,4,2025-04-09,688.82,4.6,811.35,80.48
2,4,4,2025-04-09,1012.15,1.72,858.87,71.28
3,5,4,2025-04-09,930.98,0.96,617.95,69.64
4,3,4,2025-04-09,1975.51,11.28,2118.59,78.03
5,4,4,2025-04-09,1357.68,2.65,1167.44,80.12
6,4,4,2025-04-09,725.15,1.45,627.36,77.04
7,2,4,2025-04-09,676.05,4.23,742.07,81.61
8,3,4,2025-04-09,1381.18,7.99,1491.45,76.17
1,4,5,2025-04-09,620.51,5.84,545.32,363.99
2,3,5,2025-04-09,675.62,16.07,723.72,328.99
3,2,5,2025-04-09,1201.38,35.51,1344.46,368.66
4,3,5,2025-04-09,1712.08,43.47,1794.33,338.32
5,1,5,2025-04-09,1054.11,26.66,1218.9,312.39
6,2,5,2025-04-09,618.41,16.16,698.06,340.57
7,1,5,2025-04-09,839.82,22.63,945.8,313.99
8,3,5,2025-04-09,1304.27,33.57,1399.04,343.15
1,2,1,2025-04-10,483.7,3.63,546.03,94.53
2,2,1,2025-04-10,717.36,5.63,813.83,97.35
3,2,1,2025-04-10,914.81,5.89,998.43,84.33
4,3,1,2025-04-10,1805.35,13.66,1887.9,98.06
5,2,1,2025-04-10,893.44,6.65,968.93,92.57
6,2,1,2025-04-10,459.85,3.75,508.7,99.97
7,2,1,2025-04-10,766.71,5.67,842.36,89.97
8,5,1,2025-04-10,1403.85,2.08,936.42,95.27
1,4,2,2025-04-10,547.54,0.15,466.8,10.8
2,4,2,2025-04-10,956.95,0.24,811.2,10.35
3,2,2,2025-04-10,598.4,0.46,651.95,10.01
4,5,2,2025-04-10,1976.68,0.32,1304.96,11.1
5,4,2,2025-04-10,1139.26,0.28,968.6,10.21
6,4,2,2025-04-10,564.85,0.15,477.33,10.69
7,4,2,2025-04-10,950.17,0.26,790.16,10.36
8,5,2,2025-04-10,1632.71,0.24,1063.05,9.42
1,4,3,2025-04-10,302.27,1.13,251.35,148.04
2,3,3,2025-04-10,1005.25,11.98,1082.29,165.29
3,5,3,2025-04-10,438.67,1.07,288.47,155.15
4,3,3,2025-04-10,2309.69,28.58,2369.71,161.52
5,1,3,2025-04-10,947.64,11.29,1071.03,147.52
6,1,3,2025-04-10,286.31,3.5,322.92,142.92
7,2,3,2025-04-10,1079.37,14.05,1179.06,156.32
8,5,3,2025-04-10,1845.09,4.06,1208.58,150.17
1,2,4,2025-04-10,706.89,4.21,768.58,76.86
2,2,4,2025-04-10,1080.21,7.45,1187.01,83.38
3,5,4,2025-04-10,898.58,1.27,594.18,91.78
4,3,4,2025-04-10,1989.04,12.98,2095.2,86.4
5,1,4,2025-04-10,1306.07,10.51,1536.13,92.54
6,2,4,2025-04-10,744.0,4.58,816.46,78.79
7,2,4,2025-04-10,651.1,4.99,731.86,93.2
8,3,4,2025-04-10,1406.58,9.58,1481.85,86.95
1,4,5,2025-04-10,630.12,5.67,544.79,345.73
2,4,5,2025-04-10,643.23,5.53,563.7,345.81
3,2,5,2025-04-10,1157.73,33.66,1264.13,350.55
4,5,5,2025-04-10,1781.41,9.14,1133.9,358.31
5,1,5,2025-04-10,1073.35,30.52,1252.48,349.93
6,2,5,2025-04-10,650.67,17.41,736.06,320.67
7,1,5,2025-04-10,837.36,21.05,977.27,308.78
8,3,5,2025-04-10,1215.88,32.19,1284.36,344.29
1,2,1,2025-04-11,456.24,2.52,508.94,69.64
2,2,1,2025-04-11,691.2,3.99,765.67,73.47
3,2,1,2025-04-11,898.7,4.78,998.28,65.8
4,5,1,2025-04-11,1906.79,2.08,1221.25,69.41
5,1,1,2025-04-11,881.4,5.22,1036.68,70.54
6,4,1,2025-04-11,486.99,0.89,412.31,73.97
7,2,1,2025-04-11,771.69,4.05,864.43,68.88
8,5,1,2025-04-11,1423.14,1.66,922.35,77.61
1,4,2,2025-04-11,561.19,0.15,471.61,10.27
2,3,2,2025-04-11,1025.55,0.73,1083.94,9.5
3,2,2,2025-04-11,597.11,0.51,668.72,10.85
4,5,2,2025-04-11,2108.07,0.33,1363.63,10.84
5,4,2,2025-04-11,1125.76,0.27,962.92,9.33
6,2,2,2025-04-11,525.36,0.4,584.08,9.22
7,1,2,2025-04-11,983.78,0.75,1109.81,9.35
8,5,2,2025-04-11,1638.15,0.27,1063.2,10.9
1,2,3,2025-04-11,289.03,2.53,310.15,114.43
2,2,3,2025-04-11,1016.07,9.66,1110.48,123.77
3,5,3,2025-04-11,464.19,0.81,304.93,112.89
4,3,3,2025-04-11,2091.35,20.22,2145.57,128.41
5,4,3,2025-04-11,951.55,2.83,833.63,116.33
6,1,3,2025-04-11,290.88,2.71,343.52,108.8
7,2,3,2025-04-11,1044.13,9.98,1170.76,125.59
8,5,3,2025-04-11,1734.28,3.32,1151.9,123.99
1,4,4,2025-04-11,742.46,1.04,647.42,54.55
2,2,4,2025-04-11,1018.91,4.72,1147.3,56.63
3,2,4,2025-04-11,875.52,4.08,957.11,57.76
4,3,4,2025-04-11,1942.43,8.69,1999.59,57.82
5,2,4,2025-04-11,1358.24,5.83,1510.08,55.72
6,4,4,2025-04-11,738.08,1.14,622.65,59.64
7,2,4,2025-04-11,620.56,3.04,675.32,61.7
8,5,4,2025-04-11,1321.0,1.2,878.07,59.21
1,1,5,2025-04-11,595.91,22.25,699.58,454.94
2,3,5,2025-04-11,636.06,20.61,681.39,420.91
3,2,5,2025-04-11,1170.95,41.35,1260.55,427.89
4,5,5,2025-04-11,1768.2,10.54,1163.15,409.29
5,4,5,2025-04-11,1064.86,11.65,883.05,438.04
6,4,5,2025-04-11,622.41,6.96,545.22,433.27
7,2,5,2025-04-11,868.21,28.61,979.74,430.76
8,5,5,2025-04-11,1307.79,8.52,863.72,445.1
1,1,1,2025-04-12,448.06,1.12,507.24,28.49
2,4,1,2025-04-12,723.26,0.52,629.54,29.72
3,2,1,2025-04-12,931.3,2.13,1046.76,30.01
4,3,1,2025-04-12,1852.72,4.0,1942.63,29.08
5,2,1,2025-04-12,901.28,1.82,1020.78,25.47
6,2,1,2025-04-12,458.44,1.16,497.4,30.21
7,2,1,2025-04-12,716.51,1.66,806.4,28.06
8,3,1,2025-04-12,1446.39,3.08,1544.9,28.55
1,1,2,2025-04-12,513.84,0.19,601.62,4.2
2,4,2,2025-04-12,962.41,0.1,819.88,4.17
3,5,2,2025-04-12,620.77,0.04,400.76,3.85
4,5,2,2025-04-12,2150.08,0.13,1429.84,4.07
5,4,2,2025-04-12,1161.37,0.12,986.08,3.89
6,4,2,2025-04-12,520.17,0.05,440.83,4.03
7,1,2,2025-04-12,926.61,0.31,1088.78,3.83
8,5,2,2025-04-12,1684.73,0.09,1075.63,3.79
1,4,3,2025-04-12,304.46,0.41,255.12,55.82
2,4,3,2025-04-12,1080.7,1.32,927.06,50.98
3,5,3,2025-04-12,450.0,0.37,300.62,53.62
4,3,3,2025-04-12,2306.35,9.53,2356.73,55.0
5,4,3,2025-04-12,955.42,1.19,790.33,51.65
6,1,3,2025-04-12,285.45,1.31,319.34,51.85
7,4,3,2025-04-12,1052.31,1.41,870.48,54.39
8,3,3,2025-04-12,1801.43,7.73,1898.66,56.25
1,4,4,2025-04-12,718.62,0.45,595.77,26.27
2,3,4,2025-04-12,1017.38,1.92,1040.41,26.25
3,5,4,2025-04-12,876.17,0.37,574.8,27.17
4,3,4,2025-04-12,1967.48,4.29,2038.41,28.25
5,4,4,2025-04-12,1318.4,0.82,1145.48,25.24
6,4,4,2025-04-12,706.78,0.47,583.09,27.83
7,4,4,2025-04-12,667.75,0.42,564.52,24.28
8,3,4,2025-04-12,1282.97,2.69,1333.61,28.59
1,4,5,2025-04-12,625.48,2.2,517.47,146.82
2,4,5,2025-04-12,620.5,2.37,525.11,146.68
3,2,5,2025-04-12,1103.08,12.02,1245.2,134.2
4,5,5,2025-04-12,1762.48,4.18,1173.49,154.89
5,1,5,2025-04-12,1101.11,12.46,1254.49,133.86
6,2,5,2025-04-12,627.08,8.16,702.87,161.24
7,2,5,2025-04-12,811.07,9.74,897.16,152.1
8,3,5,2025-04-12,1241.24,13.69,1276.68,150.11
1,4,1,2025-04-14,480.6,1.08,406.49,90.53
2,3,1,2025-04-14,740.51,5.01,781.14,89.87
3,5,1,2025-04-14,935.79,1.27,626.89,90.55
4,5,1,2025-04-14,1902.09,2.22,1259.32,81.74
5,2,1,2025-04-14,871.25,5.91,956.73,88.54
6,2,1,2025-04-14,447.6,3.14,506.48,91.07
7,1,1,2025-04-14,744.87,6.17,855.38,92.98
8,3,1,2025-04-14,1432.62,8.84,1537.15,85.85
1,4,2,2025-04-14,532.9,0.08,451.95,6.26
2,3,2,2025-04-14,981.03,0.52,1029.33,7.39
3,2,2,2025-04-14,632.78,0.34,687.65,6.98
4,3,2,2025-04-14,2108.23,1.0,2258.17,6.21
5,4,2,2025-04-14,1109.14,0.18,937.32,6.2
6,1,2,2025-04-14,536.53,0.28,633.49,6.31
7,2,2,2025-04-14,951.16,0.45,1059.35,6.18
8,5,2,2025-04-14,1686.47,0.17,1070.28,6.57
1,4,3,2025-04-14,295.4,1.05,257.3,142.16
2,3,3,2025-04-14,1043.19,11.04,1101.97,148.45
3,1,3,2025-04-14,465.51,5.9,543.85,144.34
4,3,3,2025-04-14,2296.38,23.54,2371.95,134.92
5,4,3,2025-04-14,987.86,3.76,838.8,145.61
6,1,3,2025-04-14,309.82,3.87,368.56,141.7
7,4,3,2025-04-14,1014.61,3.74,875.08,150.05
8,5,3,2025-04-14,1710.91,3.5,1142.64,136.09
1,4,4,2025-04-14,697.16,1.64,584.08,92.15
2,2,4,2025-04-14,1101.84,7.47,1215.99,81.21
3,2,4,2025-04-14,855.56,5.71,967.04,81.09
4,3,4,2025-04-14,1870.34,13.24,1977.77,90.12
5,2,4,2025-04-14,1350.17,9.12,1449.19,81.86
6,1,4,2025-04-14,714.77,5.4,816.32,93.2
7,2,4,2025-04-14,620.96,4.34,664.87,90.03
8,3,4,2025-04-14,1391.8,9.61,1418.83,90.46
1,2,5,2025-04-14,604.9,19.36,652.98,381.52
2,4,5,2025-04-14,654.81,5.9,566.1,353.03
3,1,5,2025-04-14,1185.73,34.54,1365.08,340.45
4,3,5,2025-04-14,1762.08,45.87,1826.77,360.35
5,2,5,2025-04-14,1077.93,31.81,1222.48,360.45
6,4,5,2025-04-14,620.91,5.27,540.2,340.48
7,4,5,2025-04-14,814.52,8.25,677.6,396.27
8,5,5,2025-04-14,1229.04,6.47,808.8,341.4
1,2,1,2025-04-15,456.92,3.11,497.41,85.26
2,4,1,2025-04-15,709.92,1.58,615.86,86.58
3,2,1,2025-04-15,933.42,6.34,1021.87,84.68
4,5,1,2025-04-15,1938.62,2.68,1256.69,89.85
5,4,1,2025-04-15,904.32,2.37,787.52,99.94
6,4,1,2025-04-15,470.16,1.13,396.0,91.88
7,1,1,2025-04-15,741.2,6.54,877.6,99.79
8,5,1,2025-04-15,1436.35,1.74,924.83,84.43
1,2,2,2025-04-15,557.08,0.67,609.03,14.65
2,3,2,2025-04-15,991.75,0.96,1035.04,13.1
3,1,2,2025-04-15,624.0,0.71,697.7,14.12
4,5,2,2025-04-15,2132.47,0.4,1396.91,13.03
5,2,2,2025-04-15,1176.52,1.33,1324.57,13.95
6,1,2,2025-04-15,564.36,0.71,649.48,14.84
7,2,2,2025-04-15,911.5,1.03,992.5,14.81
8,5,2,2025-04-15,1683.69,0.33,1106.74,13.35
1,1,3,2025-04-15,290.05,3.02,332.4,119.9
2,2,3,2025-04-15,1030.59,11.57,1165.23,143.65
3,5,3,2025-04-15,435.47,0.75,277.56,119.29
4,5,3,2025-04-15,2288.25,5.0,1475.46,140.08
5,1,3,2025-04-15,903.5,11.19,1053.2,142.06
6,1,3,2025-04-15,287.37,2.9,336.31,122.21
7,1,3,2025-04-15,1092.68,12.29,1272.19,128.47
8,5,3,2025-04-15,1789.23,3.77,1159.53,142.88
1,1,4,2025-04-15,752.82,4.2,877.13,63.9
2,2,4,2025-04-15,1046.19,5.64,1165.91,64.65
3,5,4,2025-04-15,915.67,0.94,601.53,65.84
4,3,4,2025-04-15,1861.89,9.59,1976.52,70.18
5,1,4,2025-04-15,1361.08,7.43,1583.91,67.49
6,4,4,2025-04-15,692.53,1.02,572.58,61.15
7,1,4,2025-04-15,645.35,3.58,754.53,64.08
8,3,4,2025-04-15,1292.22,6.02,1324.36,61.44
1,1,5,2025-04-15,650.41,17.56,769.42,314.01
2,4,5,2025-04-15,640.85,5.33,543.31,341.48
3,5,5,2025-04-15,1131.65,4.95,716.69,295.11
4,5,5,2025-04-15,1778.84,8.85,1168.24,329.11
5,2,5,2025-04-15,1057.48,31.11,1170.44,353.35
6,1,5,2025-04-15,622.9,17.89,700.69,338.7
7,4,5,2025-04-15,883.61,7.88,762.72,356.81
8,3,5,2025-04-15,1277.08,34.48,1350.15,354.23
1,2,1,2025-04-16,460.92,3.59,519.07,92.93
2,2,1,2025-04-16,684.2,4.82,769.34,89.21
3,1,1,2025-04-16,885.08,5.86,1009.51,80.58
4,3,1,2025-04-16,1770.98,11.05,1833.04,84.24
5,2,1,2025-04-16,871.53,5.76,941.38,82.33
6,1,1,2025-04-16,476.0,3.76,557.69,92.26
7,1,1,2025-04-16,771.7,5.84,865.55,85.94
8,3,1,2025-04-16,1460.34,10.46,1565.48,91.93
1,1,2,2025-04-16,532.23,0.49,613.7,10.64
2,3,2,2025-04-16,981.02,0.8,1055.08,11.21
3,1,2,2025-04-16,612.81,0.63,709.79,11.68
4,3,2,2025-04-16,2005.23,1.92,2159.12,12.23
5,2,2,2025-04-16,1130.92,1.16,1265.8,12.7
6,4,2,2025-04-16,537.36,0.18,445.56,12.66
7,4,2,2025-04-16,972.51,0.3,821.54,12.45
8,3,2,2025-04-16,1724.79,1.47,1852.69,11.2
1,1,3,2025-04-16,311.54,3.47,360.31,132.84
2,2,3,2025-04-16,1024.36,13.36,1141.72,156.93
3,1,3,2025-04-16,427.55,4.93,488.77,141.52
4,3,3,2025-04-16,2139.64,22.93,2206.18,150.31
5,4,3,2025-04-16,993.46,3.37,856.94,131.62
6,1,3,2025-04-16,287.03,3.78,324.46,154.75
7,4,3,2025-04-16,1093.04,4.16,933.94,149.48
8,5,3,2025-04-16,1729.15,3.4,1127.14,132.0
1,2,4,2025-04-16,723.62,4.45,787.88,76.24
2,4,4,2025-04-16,1046.19,2.3,900.18,91.07
3,2,4,2025-04-16,905.04,5.23,1025.81,75.62
4,5,4,2025-04-16,2031.35,2.59,1336.67,82.85
5,1,4,2025-04-16,1243.73,9.74,1401.72,91.17
6,4,4,2025-04-16,718.53,1.4,605.2,77.75
7,2,4,2025-04-16,673.81,4.86,726.02,85.82
8,5,4,2025-04-16,1304.44,1.49,854.2,75.78
1,4,5,2025-04-16,596.9,5.6,499.06,358.16
2,2,5,2025-04-16,621.35,14.72,706.9,302.85
3,5,5,2025-04-16,1116.81,5.25,728.85,305.69
4,3,5,2025-04-16,1626.23,46.08,1719.09,361.28
5,4,5,2025-04-16,1018.11,7.29,874.4,297.67
6,1,5,2025-04-16,596.91,18.02,681.27,338.85
7,4,5,2025-04-16,866.65,6.5,748.77,311.46
8,5,5,2025-04-16,1232.4,6.75,784.09,358.4
1,2,1,2025-04-17,480.24,2.94,517.36,74.43
2,2,1,2025-04-17,714.09,5.0,781.56,88.28
3,1,1,2025-04-17,916.4,6.69,1073.46,87.27
4,3,1,2025-04-17,1930.46,11.68,2015.37,80.97
5,4,1,2025-04-17,863.64,1.72,715.84,82.56
6,1,1,2025-04-17,477.13,3.5,555.8,89.99
7,4,1,2025-04-17,785.87,1.44,683.24,74.97
8,3,1,2025-04-17,1502.29,8.82,1581.09,76.36
1,1,2,2025-04-17,563.98,0.45,666.81,9.68
2,4,2,2025-04-17,1011.48,0.24,842.41,9.76
3,5,2,2025-04-17,594.03,0.11,384.33,11.48
4,3,2,2025-04-17,2050.22,1.61,2135.86,10.4
5,2,2,2025-04-17,1189.26,1.1,1328.18,11.56
6,1,2,2025-04-17,533.69,0.53,598.56,11.12
7,4,2,2025-04-17,978.9,0.24,836.2,10.39
8,5,2,2025-04-17,1617.08,0.25,1044.32,9.7
1,1,3,2025-04-17,305.55,4.55,347.72,181.01
2,3,3,2025-04-17,1033.6,13.34,1065.28,170.29
3,1,3,2025-04-17,433.33,5.88,511.79,165.56
4,3,3,2025-04-17,2109.46,29.93,2254.89,193.92
5,4,3,2025-04-17,915.56,4.26,786.97,188.96
6,4,3,2025-04-17,294.62,1.3,252.12,183.45
7,4,3,2025-04-17,1064.3,5.16,905.82,193.43
8,3,3,2025-04-17,1843.18,25.68,1907.06,192.56
1,2,4,2025-04-17,749.34,3.66,828.44,60.03
2,3,4,2025-04-17,1025.19,4.1,1060.15,54.16
3,1,4,2025-04-17,919.81,4.81,1056.06,62.93
4,3,4,2025-04-17,2025.85,8.92,2094.02,59.52
5,1,4,2025-04-17,1268.9,6.03,1486.94,54.17
6,1,4,2025-04-17,689.58,3.47,801.76,59.98
7,2,4,2025-04-17,643.87,2.96,703.34,56.15
8,5,4,2025-04-17,1387.58,1.19,911.75,56.34
1,2,5,2025-04-17,609.51,17.09,690.26,347.54
2,3,5,2025-04-17,664.41,19.82,694.53,381.86
3,1,5,2025-04-17,1133.96,31.64,1305.86,332.55
4,5,5,2025-04-17,1681.81,9.7,1095.65,381.05
5,1,5,2025-04-17,1042.75,32.36,1180.39,379.28
6,2,5,2025-04-17,611.94,18.0,679.97,353.29
7,4,5,2025-04-17,885.45,7.16,748.16,337.21
8,5,5,2025-04-17,1261.99,6.69,826.06,338.39
1,2,1,2025-04-18,460.7,2.54,520.43,71.83
2,2,1,2025-04-18,716.63,4.4,782.92,79.58
3,5,1,2025-04-18,907.97,0.88,577.21,67.06
4,5,1,2025-04-18,1767.24,1.94,1152.22,75.03
5,1,1,2025-04-18,877.3,6.1,1029.02,78.37
6,2,1,2025-04-18,483.01,2.94,542.06,78.21
7,2,1,2025-04-18,754.99,4.25,817.58,68.53
8,3,1,2025-04-18,1381.85,7.92,1451.31,74.71
1,4,2,2025-04-18,557.39,0.16,463.08,12.19
2,3,2,2025-04-18,1002.53,0.87,1056.37,11.13
3,2,2,2025-04-18,598.7,0.55,649.97,10.94
4,3,2,2025-04-18,2036.25,1.91,2107.36,12.16
5,4,2,2025-04-18,1167.31,0.32,992.14,11.65
6,4,2,2025-04-18,565.1,0.18,485.53,12.08
7,4,2,2025-04-18,952.76,0.29,825.51,11.92
8,3,2,2025-04-18,1716.81,1.39,1795.19,11.17
1,4,3,2025-04-18,294.72,0.76,245.48,104.01
2,2,3,2025-04-18,1065.3,8.82,1187.03,100.87
3,1,3,2025-04-18,464.12,4.55,548.91,120.52
4,5,3,2025-04-18,2161.61,3.79,1366.61,111.35
5,1,3,2025-04-18,948.47,9.48,1063.66,114.97
6,1,3,2025-04-18,294.59,3.0,332.4,114.53
7,1,3,2025-04-18,1060.94,9.53,1242.72,104.86
8,3,3,2025-04-18,1847.35,15.66,1892.72,111.57
1,1,4,2025-04-18,749.41,4.3,868.99,69.54
2,3,4,2025-04-18,1071.96,5.91,1153.77,74.27
3,1,4,2025-04-18,909.08,5.48,1068.62,69.36
4,3,4,2025-04-18,1919.57,11.64,1998.45,77.24
5,4,4,2025-04-18,1323.78,2.56,1102.26,80.06
6,4,4,2025-04-18,739.5,1.38,617.46,73.15
7,4,4,2025-04-18,656.72,1.11,570.6,69.18
8,3,4,2025-04-18,1388.05,7.08,1451.75,69.94
1,4,5,2025-04-18,610.7,4.17,534.04,275.89
2,4,5,2025-04-18,680.95,4.56,584.75,276.55
3,1,5,2025-04-18,1180.42,33.46,1336.85,322.87
4,3,5,2025-04-18,1631.77,35.89,1675.18,303.68
5,4,5,2025-04-18,1086.26,8.84,947.74,323.89
6,4,5,2025-04-18,631.02,4.77,525.6,312.24
7,2,5,2025-04-18,864.13,22.32,965.99,325.0
8,5,5,2025-04-18,1254.27,5.39,802.32,289.49
1,2,1,2025-04-19,481.93,0.88,545.33,23.53
2,2,1,2025-04-19,754.71,1.62,813.61,27.86
3,5,1,2025-04-19,900.75,0.36,578.34,26.09
4,3,1,2025-04-19,1821.53,3.95,1920.47,27.9
5,4,1,2025-04-19,928.41,0.66,774.41,27.9
6,4,1,2025-04-19,491.54,0.3,426.06,24.93
7,4,1,2025-04-19,786.97,0.48,651.03,24.58
8,5,1,2025-04-19,1412.63,0.6,917.21,27.43
1,1,2,2025-04-19,516.6,0.18,586.0,4.17
2,4,2,2025-04-19,1008.71,0.1,832.04,3.87
3,5,2,2025-04-19,608.55,0.04,402.04,4.34
4,5,2,2025-04-19,1977.94,0.12,1306.88,4.36
5,1,2,2025-04-19,1138.65,0.37,1322.37,3.69
6,1,2,2025-04-19,543.83,0.2,621.18,4.23
7,2,2,2025-04-19,971.9,0.32,1057.49,4.29
