site_id,product_id,production_date,quantity_produced,production_duration_minutes
4,7,2025-04-18,85,340
4,8,2025-04-18,100,300
5,9,2025-04-18,862,287
5,10,2025-04-18,659,264
1,1,2025-04-19,69,207
1,2,2025-04-19,85,146
2,3,2025-04-19,5,300
2,4,2025-04-19,7,210
3,5,2025-04-19,121,161
3,6,2025-04-19,202,173
4,7,2025-04-19,31,124
4,8,2025-04-19,77,231
5,9,2025-04-19,492,164
5,10,2025-04-19,499,200
1,1,2025-04-21,95,285
1,2,2025-04-21,198,339
2,3,2025-04-21,8,480
2,4,2025-04-21,8,240
3,5,2025-04-21,284,379
3,6,2025-04-21,328,281
4,7,2025-04-21,83,332
4,8,2025-04-21,135,405
5,9,2025-04-21,839,280
5,10,2025-04-21,942,377
1,1,2025-04-22,84,252
1,2,2025-04-22,175,300
2,3,2025-04-22,10,600
2,4,2025-04-22,12,360
3,5,2025-04-22,272,363
3,6,2025-04-22,417,357
4,7,2025-04-22,62,248
4,8,2025-04-22,70,210
5,9,2025-04-22,989,330
5,10,2025-04-22,871,348
1,1,2025-04-23,99,297
1,2,2025-04-23,215,369
2,3,2025-04-23,8,480
2,4,2025-04-23,13,390
3,5,2025-04-23,218,291
3,6,2025-04-23,400,343
4,7,2025-04-23,79,316
4,8,2025-04-23,131,393
5,9,2025-04-23,1053,351
5,10,2025-04-23,670,268
1,1,2025-04-24,115,345
1,2,2025-04-24,237,406
2,3,2025-04-24,8,480
2,4,2025-04-24,12,360
3,5,2025-04-24,304,405
3,6,2025-04-24,365,313
4,7,2025-04-24,57,228
4,8,2025-04-24,100,300
5,9,2025-04-24,1285,428
5,10,2025-04-24,696,278
1,1,2025-04-25,94,282
1,2,2025-04-25,239,410
2,3,2025-04-25,7,420
2,4,2025-04-25,6,180
3,5,2025-04-25,265,353
3,6,2025-04-25,484,415
4,7,2025-04-25,75,300
4,8,2025-04-25,118,354
5,9,2025-04-25,1095,365
5,10,2025-04-25,839,336
1,1,2025-04-26,78,234
1,2,2025-04-26,134,230
2,3,2025-04-26,3,180
2,4,2025-04-26,8,240
3,5,2025-04-26,111,148
3,6,2025-04-26,186,159
4,7,2025-04-26,46,184
4,8,2025-04-26,67,201
5,9,2025-04-26,481,160
5,10,2025-04-26,568,227
1,1,2025-04-28,110,330
1,2,2025-04-28,240,411
2,3,2025-04-28,6,360
2,4,2025-04-28,11,330
3,5,2025-04-28,287,383
3,6,2025-04-28,458,393
4,7,2025-04-28,50,200
4,8,2025-04-28,112,336
5,9,2025-04-28,1246,415
5,10,2025-04-28,694,278
1,1,2025-04-29,100,300
1,2,2025-04-29,220,377
2,3,2025-04-29,9,540
2,4,2025-04-29,13,390
3,5,2025-04-29,328,437
3,6,2025-04-29,285,244
4,7,2025-04-29,84,336
4,8,2025-04-29,78,234
5,9,2025-04-29,940,313
5,10,2025-04-29,823,329
1,1,2025-04-30,123,369
1,2,2025-04-30,176,302
2,3,2025-04-30,5,300
2,4,2025-04-30,7,210
3,5,2025-04-30,298,397
3,6,2025-04-30,302,259
4,7,2025-04-30,85,340
4,8,2025-04-30,82,246
5,9,2025-04-30,1154,385
5,10,2025-04-30,585,234
1,1,2025-05-01,124,372
1,2,2025-05-01,178,305
2,3,2025-05-01,4,240
2,4,2025-05-01,6,180
3,5,2025-05-01,267,356
3,6,2025-05-01,290,249
4,7,2025-05-01,63,252
4,8,2025-05-01,115,345
5,9,2025-05-01,1083,361
5,10,2025-05-01,720,288
1,1,2025-05-02,89,267
1,2,2025-05-02,171,293
2,3,2025-05-02,8,480
2,4,2025-05-02,12,360
3,5,2025-05-02,227,303
3,6,2025-05-02,322,276
4,7,2025-05-02,56,224
4,8,2025-05-02,80,240
5,9,2025-05-02,1091,364
5,10,2025-05-02,817,327
1,1,2025-05-03,74,222
1,2,2025-05-03,102,175
2,3,2025-05-03,4,240
2,4,2025-05-03,5,150
3,5,2025-05-03,144,192
3,6,2025-05-03,243,208
4,7,2025-05-03,51,204
4,8,2025-05-03,61,183
5,9,2025-05-03,702,234
5,10,2025-05-03,378,151
1,1,2025-05-05,140,420
1,2,2025-05-05,184,315
2,3,2025-05-05,8,480
2,4,2025-05-05,10,300
3,5,2025-05-05,295,393
3,6,2025-05-05,469,402
4,7,2025-05-05,61,244
4,8,2025-05-05,128,384
5,9,2025-05-05,1009,336
5,10,2025-05-05,601,240
1,1,2025-05-06,104,312
1,2,2025-05-06,201,345
2,3,2025-05-06,4,240
2,4,2025-05-06,9,270
3,5,2025-05-06,283,377
3,6,2025-05-06,436,374
4,7,2025-05-06,67,268
4,8,2025-05-06,107,321
5,9,2025-05-06,1002,334
5,10,2025-05-06,511,204
1,1,2025-05-07,133,399
1,2,2025-05-07,224,384
2,3,2025-05-07,7,420
2,4,2025-05-07,10,300
3,5,2025-05-07,178,237
3,6,2025-05-07,433,371
4,7,2025-05-07,88,352
4,8,2025-05-07,76,228
5,9,2025-05-07,1208,403
5,10,2025-05-07,926,370
1,1,2025-05-08,137,411
1,2,2025-05-08,176,302
2,3,2025-05-08,10,600
2,4,2025-05-08,9,270
3,5,2025-05-08,275,367
3,6,2025-05-08,337,289
4,7,2025-05-08,85,340
4,8,2025-05-08,94,282
5,9,2025-05-08,956,319
5,10,2025-05-08,847,339
1,1,2025-05-09,128,384
1,2,2025-05-09,232,398
2,3,2025-05-09,10,600
2,4,2025-05-09,8,240
3,5,2025-05-09,202,269
3,6,2025-05-09,451,387
4,7,2025-05-09,86,344
4,8,2025-05-09,75,225
5,9,2025-05-09,1016,339
5,10,2025-05-09,903,361
1,1,2025-05-10,65,195
1,2,2025-05-10,86,147
2,3,2025-05-10,5,300
2,4,2025-05-10,7,210
3,5,2025-05-10,128,171
3,6,2025-05-10,180,154
4,7,2025-05-10,38,152
4,8,2025-05-10,67,201
5,9,2025-05-10,675,225
5,10,2025-05-10,353,141
1,1,2025-05-12,138,414
1,2,2025-05-12,201,345
2,3,2025-05-12,10,600
2,4,2025-05-12,10,300
3,5,2025-05-12,271,361
3,6,2025-05-12,307,263
4,7,2025-05-12,74,296
4,8,2025-05-12,79,237
5,9,2025-05-12,844,281
5,10,2025-05-12,886,354
1,1,2025-05-13,94,282
1,2,2025-05-13,226,387
2,3,2025-05-13,9,540
2,4,2025-05-13,12,360
3,5,2025-05-13,278,371
3,6,2025-05-13,300,257
4,7,2025-05-13,70,280
4,8,2025-05-13,71,213
5,9,2025-05-13,970,323
5,10,2025-05-13,774,310
1,1,2025-05-14,87,261
1,2,2025-05-14,198,339
2,3,2025-05-14,6,360
2,4,2025-05-14,10,300
3,5,2025-05-14,283,377
3,6,2025-05-14,454,389
4,7,2025-05-14,68,272
4,8,2025-05-14,83,249
5,9,2025-05-14,939,313
5,10,2025-05-14,741,296
1,1,2025-05-15,81,243
1,2,2025-05-15,219,375
2,3,2025-05-15,8,480
2,4,2025-05-15,11,330
3,5,2025-05-15,238,317
3,6,2025-05-15,457,392
4,7,2025-05-15,49,196
4,8,2025-05-15,129,387
5,9,2025-05-15,1009,336
5,10,2025-05-15,832,333
1,1,2025-05-16,106,318
1,2,2025-05-16,154,264
2,3,2025-05-16,5,300
2,4,2025-05-16,6,180
3,5,2025-05-16,186,248
3,6,2025-05-16,360,309
4,7,2025-05-16,76,304
4,8,2025-05-16,84,252
5,9,2025-05-16,799,266
5,10,2025-05-16,620,248
1,1,2025-05-17,82,246
1,2,2025-05-17,125,214
2,3,2025-05-17,3,180
2,4,2025-05-17,7,210
3,5,2025-05-17,183,244
3,6,2025-05-17,227,195
4,7,2025-05-17,52,208
4,8,2025-05-17,83,249
5,9,2025-05-17,677,226
5,10,2025-05-17,480,192
1,1,2025-05-19,124,372
1,2,2025-05-19,187,321
2,3,2025-05-19,5,300
2,4,2025-05-19,13,390
3,5,2025-05-19,300,400
3,6,2025-05-19,341,292
4,7,2025-05-19,68,272
4,8,2025-05-19,82,246
5,9,2025-05-19,1076,359
5,10,2025-05-19,778,311
1,1,2025-05-20,137,411
1,2,2025-05-20,222,381
2,3,2025-05-20,6,360
2,4,2025-05-20,6,180
3,5,2025-05-20,287,383
3,6,2025-05-20,352,302
4,7,2025-05-20,57,228
4,8,2025-05-20,85,255
5,9,2025-05-20,1165,388
5,10,2025-05-20,546,218
1,1,2025-05-21,122,366
1,2,2025-05-21,167,286
2,3,2025-05-21,9,540
2,4,2025-05-21,6,180
3,5,2025-05-21,189,252
3,6,2025-05-21,369,316
4,7,2025-05-21,60,240
4,8,2025-05-21,86,258
5,9,2025-05-21,1278,426
5,10,2025-05-21,605,242
1,1,2025-05-22,84,252
1,2,2025-05-22,237,406
2,3,2025-05-22,8,480
2,4,2025-05-22,9,270
3,5,2025-05-22,237,316
3,6,2025-05-22,340,291
4,7,2025-05-22,66,264
4,8,2025-05-22,88,264
5,9,2025-05-22,702,234
5,10,2025-05-22,641,256
1,1,2025-05-23,134,402
1,2,2025-05-23,158,271
2,3,2025-05-23,5,300
2,4,2025-05-23,14,420
3,5,2025-05-23,246,328
3,6,2025-05-23,323,277
4,7,2025-05-23,52,208
4,8,2025-05-23,73,219
5,9,2025-05-23,834,278
5,10,2025-05-23,507,203
1,1,2025-05-24,61,183
1,2,2025-05-24,144,247
2,3,2025-05-24,3,180
2,4,2025-05-24,7,210
3,5,2025-05-24,108,144
3,6,2025-05-24,194,166
4,7,2025-05-24,37,148
4,8,2025-05-24,46,138
5,9,2025-05-24,497,166
5,10,2025-05-24,527,211
1,1,2025-05-26,112,336
1,2,2025-05-26,168,288
2,3,2025-05-26,8,480
2,4,2025-05-26,6,180
3,5,2025-05-26,322,429
3,6,2025-05-26,360,309
4,7,2025-05-26,74,296
4,8,2025-05-26,73,219
5,9,2025-05-26,762,254
5,10,2025-05-26,745,298
1,1,2025-05-27,134,402
1,2,2025-05-27,191,327
2,3,2025-05-27,7,420
2,4,2025-05-27,7,210
3,5,2025-05-27,314,419
3,6,2025-05-27,475,407
4,7,2025-05-27,73,292
4,8,2025-05-27,79,237
5,9,2025-05-27,782,261
5,10,2025-05-27,664,266
1,1,2025-05-28,118,354
1,2,2025-05-28,158,271
2,3,2025-05-28,4,240
2,4,2025-05-28,8,240
3,5,2025-05-28,253,337
3,6,2025-05-28,450,386
4,7,2025-05-28,85,340
4,8,2025-05-28,140,420
5,9,2025-05-28,1032,344
5,10,2025-05-28,695,278
1,1,2025-05-29,118,354
1,2,2025-05-29,207,355
2,3,2025-05-29,6,360
2,4,2025-05-29,13,390
3,5,2025-05-29,318,424
3,6,2025-05-29,444,381
4,7,2025-05-29,72,288
4,8,2025-05-29,82,246
5,9,2025-05-29,817,272
5,10,2025-05-29,936,374
1,1,2025-05-30,121,363
1,2,2025-05-30,223,382
2,3,2025-05-30,10,600
2,4,2025-05-30,14,420
3,5,2025-05-30,237,316
3,6,2025-05-30,396,339
4,7,2025-05-30,73,292
4,8,2025-05-30,99,297
5,9,2025-05-30,1123,374
5,10,2025-05-30,673,269
1,1,2025-05-31,79,237
1,2,2025-05-31,119,204
2,3,2025-05-31,4,240
2,4,2025-05-31,7,210
3,5,2025-05-31,121,161
3,6,2025-05-31,218,187
4,7,2025-05-31,43,172
4,8,2025-05-31,66,198
5,9,2025-05-31,577,192
5,10,2025-05-31,415,166
1,1,2025-06-02,127,381
1,2,2025-06-02,187,321
2,3,2025-06-02,10,600
2,4,2025-06-02,8,240
3,5,2025-06-02,210,280
3,6,2025-06-02,480,411
4,7,2025-06-02,80,320
4,8,2025-06-02,112,336
5,9,2025-06-02,825,275
5,10,2025-06-02,710,284
1,1,2025-06-03,102,306
1,2,2025-06-03,225,386
2,3,2025-06-03,10,600
2,4,2025-06-03,12,360
3,5,2025-06-03,208,277
3,6,2025-06-03,388,333
4,7,2025-06-03,83,332
4,8,2025-06-03,109,327
5,9,2025-06-03,1060,353
5,10,2025-06-03,553,221
1,1,2025-06-04,116,348
1,2,2025-06-04,204,350
2,3,2025-06-04,5,300
2,4,2025-06-04,8,240
3,5,2025-06-04,340,453
3,6,2025-06-04,368,315
4,7,2025-06-04,51,204
4,8,2025-06-04,114,342
5,9,2025-06-04,1269,423
5,10,2025-06-04,688,275
1,1,2025-06-05,87,261
1,2,2025-06-05,237,406
2,3,2025-06-05,6,360
2,4,2025-06-05,9,270
3,5,2025-06-05,323,431
3,6,2025-06-05,472,405
4,7,2025-06-05,84,336
4,8,2025-06-05,73,219
5,9,2025-06-05,973,324
5,10,2025-06-05,514,206
1,1,2025-06-06,91,273
1,2,2025-06-06,174,298
2,3,2025-06-06,9,540
2,4,2025-06-06,10,300
3,5,2025-06-06,295,393
3,6,2025-06-06,407,349
4,7,2025-06-06,45,180
4,8,2025-06-06,93,279
5,9,2025-06-06,846,282
5,10,2025-06-06,789,316
1,1,2025-06-07,73,219
1,2,2025-06-07,115,197
2,3,2025-06-07,2,120
2,4,2025-06-07,5,150
3,5,2025-06-07,120,160
3,6,2025-06-07,197,169
4,7,2025-06-07,47,188
4,8,2025-06-07,58,174
5,9,2025-06-07,651,217
5,10,2025-06-07,428,171
1,1,2025-06-09,90,270
1,2,2025-06-09,236,405
2,3,2025-06-09,8,480
2,4,2025-06-09,6,180
3,5,2025-06-09,216,288
3,6,2025-06-09,383,328
4,7,2025-06-09,73,292
4,8,2025-06-09,124,372
5,9,2025-06-09,1197,399
5,10,2025-06-09,810,324
1,1,2025-06-10,108,324
1,2,2025-06-10,193,331
2,3,2025-06-10,6,360
2,4,2025-06-10,9,270
3,5,2025-06-10,349,465
3,6,2025-06-10,335,287
4,7,2025-06-10,67,268
4,8,2025-06-10,125,375
5,9,2025-06-10,813,271
5,10,2025-06-10,645,258
1,1,2025-06-11,123,369
1,2,2025-06-11,226,387
2,3,2025-06-11,8,480
2,4,2025-06-11,13,390
3,5,2025-06-11,353,471
3,6,2025-06-11,504,432
4,7,2025-06-11,64,256
4,8,2025-06-11,75,225
5,9,2025-06-11,925,308
5,10,2025-06-11,702,281
1,1,2025-06-12,118,354
1,2,2025-06-12,147,252
2,3,2025-06-12,4,240
2,4,2025-06-12,9,270
3,5,2025-06-12,284,379
3,6,2025-06-12,365,313
4,7,2025-06-12,53,212
4,8,2025-06-12,102,306
5,9,2025-06-12,996,332
5,10,2025-06-12,667,267
1,1,2025-06-13,87,261
1,2,2025-06-13,140,240
2,3,2025-06-13,7,420
2,4,2025-06-13,12,360
3,5,2025-06-13,245,327
3,6,2025-06-13,340,291
4,7,2025-06-13,69,276
4,8,2025-06-13,138,414
5,9,2025-06-13,935,312
5,10,2025-06-13,756,302
1,1,2025-06-14,69,207
1,2,2025-06-14,135,231
2,3,2025-06-14,6,360
2,4,2025-06-14,7,210
3,5,2025-06-14,128,171
3,6,2025-06-14,253,217
4,7,2025-06-14,28,112
4,8,2025-06-14,75,225
5,9,2025-06-14,431,144
5,10,2025-06-14,441,176
1,1,2025-06-16,105,315
1,2,2025-06-16,142,243
2,3,2025-06-16,6,360
2,4,2025-06-16,8,240
3,5,2025-06-16,332,443
3,6,2025-06-16,511,438
4,7,2025-06-16,68,272
4,8,2025-06-16,81,243
5,9,2025-06-16,1147,382
5,10,2025-06-16,932,373
1,1,2025-06-17,86,258
1,2,2025-06-17,171,293
2,3,2025-06-17,7,420
2,4,2025-06-17,12,360
3,5,2025-06-17,353,471
3,6,2025-06-17,324,278
4,7,2025-06-17,70,280
4,8,2025-06-17,109,327
5,9,2025-06-17,1047,349
5,10,2025-06-17,613,245
1,1,2025-06-18,101,303
1,2,2025-06-18,239,410
2,3,2025-06-18,5,300
2,4,2025-06-18,7,210
3,5,2025-06-18,348,464
3,6,2025-06-18,494,423
4,7,2025-06-18,52,208
4,8,2025-06-18,137,411
5,9,2025-06-18,1222,407
5,10,2025-06-18,599,240
1,1,2025-06-19,137,411
1,2,2025-06-19,239,410
2,3,2025-06-19,6,360
2,4,2025-06-19,11,330
3,5,2025-06-19,236,315
3,6,2025-06-19,372,319
4,7,2025-06-19,51,204
4,8,2025-06-19,88,264
5,9,2025-06-19,962,321
5,10,2025-06-19,601,240
1,1,2025-06-20,91,273
1,2,2025-06-20,217,372
2,3,2025-06-20,5,300
2,4,2025-06-20,7,210
3,5,2025-06-20,246,328
3,6,2025-06-20,536,459
4,7,2025-06-20,85,340
4,8,2025-06-20,133,399
5,9,2025-06-20,1175,392
5,10,2025-06-20,886,354
1,1,2025-06-21,70,210
1,2,2025-06-21,142,243
2,3,2025-06-21,5,300
2,4,2025-06-21,8,240
3,5,2025-06-21,174,232
3,6,2025-06-21,295,253
4,7,2025-06-21,39,156
4,8,2025-06-21,53,159
5,9,2025-06-21,690,230
5,10,2025-06-21,320,128
1,1,2025-06-23,99,297
1,2,2025-06-23,199,341
2,3,2025-06-23,7,420
2,4,2025-06-23,6,180
3,5,2025-06-23,209,279
3,6,2025-06-23,413,354
4,7,2025-06-23,63,252
4,8,2025-06-23,79,237
5,9,2025-06-23,792,264
5,10,2025-06-23,814,326
1,1,2025-06-24,118,354
1,2,2025-06-24,204,350
2,3,2025-06-24,7,420
2,4,2025-06-24,13,390
3,5,2025-06-24,204,272
3,6,2025-06-24,438,375
4,7,2025-06-24,81,324
4,8,2025-06-24,94,282
5,9,2025-06-24,1029,343
5,10,2025-06-24,809,324
1,1,2025-06-25,110,330
1,2,2025-06-25,204,350
2,3,2025-06-25,5,300
2,4,2025-06-25,6,180
3,5,2025-06-25,330,440
3,6,2025-06-25,331,284
4,7,2025-06-25,66,264
4,8,2025-06-25,80,240
5,9,2025-06-25,1216,405
5,10,2025-06-25,830,332
1,1,2025-06-26,91,273
1,2,2025-06-26,145,249
2,3,2025-06-26,5,300
2,4,2025-06-26,13,390
3,5,2025-06-26,326,435
3,6,2025-06-26,461,395
4,7,2025-06-26,78,312
4,8,2025-06-26,90,270
5,9,2025-06-26,1072,357
5,10,2025-06-26,690,276
1,1,2025-06-27,138,414
1,2,2025-06-27,176,302
2,3,2025-06-27,7,420
2,4,2025-06-27,12,360
3,5,2025-06-27,295,393
3,6,2025-06-27,508,435
4,7,2025-06-27,83,332
4,8,2025-06-27,76,228
5,9,2025-06-27,1042,347
5,10,2025-06-27,533,213
1,1,2025-06-28,61,183
1,2,2025-06-28,91,156
2,3,2025-06-28,5,300
2,4,2025-06-28,7,210
3,5,2025-06-28,167,223
3,6,2025-06-28,226,194
4,7,2025-06-28,52,208
4,8,2025-06-28,53,159
5,9,2025-06-28,625,208
5,10,2025-06-28,325,130
1,1,2025-06-30,125,375
1,2,2025-06-30,150,257
2,3,2025-06-30,6,360
2,4,2025-06-30,14,420
3,5,2025-06-30,307,409
3,6,2025-06-30,497,426
4,7,2025-06-30,66,264
4,8,2025-06-30,86,258
5,9,2025-06-30,1239,413
5,10,2025-06-30,547,219
1,1,2025-07-01,121,363
1,2,2025-07-01,225,386
2,3,2025-07-01,7,420
2,4,2025-07-01,14,420
3,5,2025-07-01,302,403
3,6,2025-07-01,305,261
4,7,2025-07-01,68,272
4,8,2025-07-01,109,327
5,9,2025-07-01,884,295
5,10,2025-07-01,986,394
1,1,2025-07-02,93,279
1,2,2025-07-02,183,314
2,3,2025-07-02,10,600
2,4,2025-07-02,13,390
3,5,2025-07-02,251,335
3,6,2025-07-02,368,315
4,7,2025-07-02,53,212
4,8,2025-07-02,89,267
5,9,2025-07-02,779,260
5,10,2025-07-02,651,260
1,1,2025-07-03,134,402
1,2,2025-07-03,240,411
2,3,2025-07-03,4,240
2,4,2025-07-03,14,420
3,5,2025-07-03,358,477
3,6,2025-07-03,527,452
4,7,2025-07-03,78,312
4,8,2025-07-03,74,222
5,9,2025-07-03,1044,348
5,10,2025-07-03,948,379
1,1,2025-07-04,129,387
1,2,2025-07-04,219,375
2,3,2025-07-04,5,300
2,4,2025-07-04,12,360
3,5,2025-07-04,239,319
3,6,2025-07-04,349,299
4,7,2025-07-04,56,224
4,8,2025-07-04,91,273
5,9,2025-07-04,1148,383
5,10,2025-07-04,522,209
1,1,2025-07-05,64,192
1,2,2025-07-05,112,192
2,3,2025-07-05,5,300
2,4,2025-07-05,5,150
3,5,2025-07-05,197,263
3,6,2025-07-05,293,251
4,7,2025-07-05,38,152
4,8,2025-07-05,76,228
5,9,2025-07-05,563,188
5,10,2025-07-05,464,186
1,1,2025-07-07,98,294
1,2,2025-07-07,239,410
2,3,2025-07-07,7,420
2,4,2025-07-07,14,420
3,5,2025-07-07,354,472
3,6,2025-07-07,428,367
4,7,2025-07-07,55,220
4,8,2025-07-07,95,285
5,9,2025-07-07,841,280
5,10,2025-07-07,946,378
1,1,2025-07-08,96,288
1,2,2025-07-08,146,250
2,3,2025-07-08,9,540
2,4,2025-07-08,13,390
3,5,2025-07-08,306,408
3,6,2025-07-08,469,402
4,7,2025-07-08,51,204
4,8,2025-07-08,136,408
5,9,2025-07-08,827,276
5,10,2025-07-08,645,258
1,1,2025-07-09,85,255
1,2,2025-07-09,237,406
2,3,2025-07-09,5,300
2,4,2025-07-09,10,300
3,5,2025-07-09,330,440
3,6,2025-07-09,457,392
4,7,2025-07-09,54,216
4,8,2025-07-09,125,375
5,9,2025-07-09,793,264
5,10,2025-07-09,984,394
1,1,2025-07-10,138,414
1,2,2025-07-10,168,288
2,3,2025-07-10,10,600
2,4,2025-07-10,13,390
3,5,2025-07-10,299,399
3,6,2025-07-10,307,263
4,7,2025-07-10,71,284
4,8,2025-07-10,76,228
5,9,2025-07-10,1105,368
5,10,2025-07-10,757,303
1,1,2025-07-11,103,309
1,2,2025-07-11,170,291
2,3,2025-07-11,7,420
2,4,2025-07-11,7,210
3,5,2025-07-11,306,408
3,6,2025-07-11,368,315
4,7,2025-07-11,46,184
4,8,2025-07-11,110,330
5,9,2025-07-11,801,267
5,10,2025-07-11,929,372
1,1,2025-07-12,75,225
1,2,2025-07-12,134,230
2,3,2025-07-12,4,240
2,4,2025-07-12,5,150
3,5,2025-07-12,140,187
3,6,2025-07-12,186,159
4,7,2025-07-12,38,152
4,8,2025-07-12,78,234
5,9,2025-07-12,505,168
5,10,2025-07-12,533,213
1,1,2025-07-14,140,420
1,2,2025-07-14,233,399
2,3,2025-07-14,8,480
2,4,2025-07-14,14,420
3,5,2025-07-14,322,429
3,6,2025-07-14,334,286
4,7,2025-07-14,63,252
4,8,2025-07-14,100,300
5,9,2025-07-14,1008,336
5,10,2025-07-14,562,225
1,1,2025-07-15,83,249
1,2,2025-07-15,170,291
2,3,2025-07-15,7,420
2,4,2025-07-15,13,390
3,5,2025-07-15,211,281
3,6,2025-07-15,334,286
4,7,2025-07-15,76,304
4,8,2025-07-15,138,414
5,9,2025-07-15,716,239
5,10,2025-07-15,823,329
1,1,2025-07-16,112,336
1,2,2025-07-16,213,365
2,3,2025-07-16,5,300
2,4,2025-07-16,8,240
3,5,2025-07-16,281,375
3,6,2025-07-16,431,369
4,7,2025-07-16,45,180
4,8,2025-07-16,115,345
5,9,2025-07-16,946,315
5,10,2025-07-16,792,317
1,1,2025-07-17,106,318
1,2,2025-07-17,163,279
2,3,2025-07-17,9,540
2,4,2025-07-17,7,210
3,5,2025-07-17,353,471
3,6,2025-07-17,410,351
4,7,2025-07-17,49,196
4,8,2025-07-17,137,411
5,9,2025-07-17,1257,419
5,10,2025-07-17,759,304
1,1,2025-07-18,130,390
1,2,2025-07-18,204,350
2,3,2025-07-18,8,480
2,4,2025-07-18,6,180
3,5,2025-07-18,311,415
3,6,2025-07-18,444,381
4,7,2025-07-18,47,188
4,8,2025-07-18,119,357
5,9,2025-07-18,1082,361
5,10,2025-07-18,629,252
1,1,2025-07-19,76,228
1,2,2025-07-19,85,146
2,3,2025-07-19,4,240
2,4,2025-07-19,4,120
3,5,2025-07-19,179,239
3,6,2025-07-19,224,192
4,7,2025-07-19,52,208
4,8,2025-07-19,50,150
5,9,2025-07-19,777,259
5,10,2025-07-19,526,210
1,1,2025-07-21,110,330
1,2,2025-07-21,220,377
2,3,2025-07-21,5,300
2,4,2025-07-21,8,240
3,5,2025-07-21,211,281
3,6,2025-07-21,520,446
4,7,2025-07-21,74,296
4,8,2025-07-21,74,222
5,9,2025-07-21,1000,333
5,10,2025-07-21,603,241
1,1,2025-07-22,82,246
1,2,2025-07-22,165,283
2,3,2025-07-22,4,240
2,4,2025-07-22,11,330
3,5,2025-07-22,287,383
3,6,2025-07-22,457,392
4,7,2025-07-22,70,280
4,8,2025-07-22,139,417
5,9,2025-07-22,1184,395
5,10,2025-07-22,629,252
1,1,2025-07-23,82,246
1,2,2025-07-23,236,405
2,3,2025-07-23,9,540
2,4,2025-07-23,9,270
3,5,2025-07-23,280,373
3,6,2025-07-23,409,351
4,7,2025-07-23,48,192
4,8,2025-07-23,112,336
5,9,2025-07-23,979,326
5,10,2025-07-23,563,225
1,1,2025-07-24,131,393
1,2,2025-07-24,187,321
2,3,2025-07-24,7,420
2,4,2025-07-24,12,360
3,5,2025-07-24,326,435
3,6,2025-07-24,418,358
4,7,2025-07-24,66,264
4,8,2025-07-24,93,279
5,9,2025-07-24,1208,403
5,10,2025-07-24,854,342
1,1,2025-07-25,111,333
1,2,2025-07-25,187,321
2,3,2025-07-25,10,600
2,4,2025-07-25,14,420
3,5,2025-07-25,274,365
3,6,2025-07-25,325,279
4,7,2025-07-25,72,288
4,8,2025-07-25,80,240
5,9,2025-07-25,1140,380
5,10,2025-07-25,808,323
1,1,2025-07-26,79,237
1,2,2025-07-26,98,168
2,3,2025-07-26,5,300
2,4,2025-07-26,6,180
3,5,2025-07-26,174,232
3,6,2025-07-26,199,171
4,7,2025-07-26,30,120
4,8,2025-07-26,67,201
5,9,2025-07-26,601,200
5,10,2025-07-26,394,158
1,1,2025-07-28,126,378
1,2,2025-07-28,185,317
2,3,2025-07-28,8,480
2,4,2025-07-28,12,360
3,5,2025-07-28,276,368
3,6,2025-07-28,496,425
4,7,2025-07-28,48,192
4,8,2025-07-28,79,237
5,9,2025-07-28,1115,372
5,10,2025-07-28,686,274
1,1,2025-07-29,112,336
1,2,2025-07-29,235,403
2,3,2025-07-29,9,540
2,4,2025-07-29,8,240
3,5,2025-07-29,200,267
3,6,2025-07-29,343,294
4,7,2025-07-29,83,332
4,8,2025-07-29,126,378
5,9,2025-07-29,735,245
5,10,2025-07-29,564,226
1,1,2025-07-30,84,252
1,2,2025-07-30,170,291
2,3,2025-07-30,10,600
2,4,2025-07-30,11,330
3,5,2025-07-30,302,403
3,6,2025-07-30,418,358
4,7,2025-07-30,81,324
4,8,2025-07-30,74,222
5,9,2025-07-30,857,286
5,10,2025-07-30,847,339
1,1,2025-07-31,108,324
1,2,2025-07-31,187,321
2,3,2025-07-31,6,360
2,4,2025-07-31,13,390
3,5,2025-07-31,215,287
3,6,2025-07-31,475,407
4,7,2025-07-31,53,212
4,8,2025-07-31,137,411
5,9,2025-07-31,1075,358
5,10,2025-07-31,703,281
1,1,2025-08-01,100,300
1,2,2025-08-01,223,382
2,3,2025-08-01,6,360
2,4,2025-08-01,9,270
3,5,2025-08-01,227,303
3,6,2025-08-01,307,263
4,7,2025-08-01,56,224
4,8,2025-08-01,133,399
5,9,2025-08-01,1230,410
5,10,2025-08-01,698,279
1,1,2025-08-02,83,249
1,2,2025-08-02,127,218
2,3,2025-08-02,2,120
2,4,2025-08-02,6,180
3,5,2025-08-02,163,217
3,6,2025-08-02,310,266
4,7,2025-08-02,44,176
4,8,2025-08-02,58,174
5,9,2025-08-02,595,198
5,10,2025-08-02,513,205
1,1,2025-08-04,131,393
1,2,2025-08-04,227,389
2,3,2025-08-04,10,600
2,4,2025-08-04,11,330
3,5,2025-08-04,298,397
3,6,2025-08-04,517,443
4,7,2025-08-04,49,196
4,8,2025-08-04,140,420
5,9,2025-08-04,1255,418
5,10,2025-08-04,648,259
1,1,2025-08-05,137,411
1,2,2025-08-05,178,305
2,3,2025-08-05,10,600
2,4,2025-08-05,8,240
