site_id,water_date,water_consumption_m3,water_cost
4,2025-07-09,55.97,235.07
5,2025-07-09,400.9,1683.78
1,2025-07-10,69.3,291.06
2,2025-07-10,24.69,103.7
3,2025-07-10,120.62,506.6
4,2025-07-10,52.63,221.05
5,2025-07-10,423.39,1778.24
1,2025-07-11,68.92,289.46
2,2025-07-11,22.97,96.47
3,2025-07-11,139.86,587.41
4,2025-07-11,54.04,226.97
5,2025-07-11,407.43,1711.21
1,2025-07-12,35.02,147.08
2,2025-07-12,13.04,54.77
3,2025-07-12,48.13,202.15
4,2025-07-12,29.04,121.97
5,2025-07-12,156.62,657.8
1,2025-07-14,83.03,348.73
2,2025-07-14,23.79,99.92
3,2025-07-14,134.99,566.96
4,2025-07-14,52.9,222.18
5,2025-07-14,365.0,1533.0
1,2025-07-15,63.62,267.2
2,2025-07-15,24.13,101.35
3,2025-07-15,112.3,471.66
4,2025-07-15,58.56,245.95
5,2025-07-15,367.39,1543.04
1,2025-07-16,72.51,304.54
2,2025-07-16,23.59,99.08
3,2025-07-16,146.04,613.37
4,2025-07-16,54.66,229.57
5,2025-07-16,404.08,1697.14
1,2025-07-17,68.69,288.5
2,2025-07-17,23.13,97.15
3,2025-07-17,149.5,627.9
4,2025-07-17,56.88,238.9
5,2025-07-17,456.92,1919.06
1,2025-07-18,77.68,326.26
2,2025-07-18,22.15,93.03
3,2025-07-18,144.46,606.73
4,2025-07-18,54.16,227.47
5,2025-07-18,401.18,1684.96
1,2025-07-19,32.78,137.68
2,2025-07-19,13.96,58.63
3,2025-07-19,55.37,232.55
4,2025-07-19,26.73,112.27
5,2025-07-19,184.96,776.83
1,2025-07-21,77.13,323.95
2,2025-07-21,23.01,96.64
3,2025-07-21,149.87,629.45
4,2025-07-21,53.56,224.95
5,2025-07-21,347.09,1457.78
1,2025-07-22,65.28,274.18
2,2025-07-22,22.84,95.93
3,2025-07-22,147.29,618.62
4,2025-07-22,56.13,235.75
5,2025-07-22,406.44,1707.05
1,2025-07-23,73.26,307.69
2,2025-07-23,24.27,101.93
3,2025-07-23,135.46,568.93
4,2025-07-23,50.58,212.44
5,2025-07-23,364.55,1531.11
1,2025-07-24,73.65,309.33
2,2025-07-24,23.06,96.85
3,2025-07-24,155.32,652.34
4,2025-07-24,50.81,213.4
5,2025-07-24,452.71,1901.38
1,2025-07-25,68.41,287.32
2,2025-07-25,23.52,98.78
3,2025-07-25,119.09,500.18
4,2025-07-25,53.5,224.7
5,2025-07-25,449.23,1886.77
1,2025-07-26,33.08,138.94
2,2025-07-26,13.31,55.9
3,2025-07-26,52.46,220.33
4,2025-07-26,27.1,113.82
5,2025-07-26,147.2,618.24
1,2025-07-28,72.85,305.97
2,2025-07-28,23.58,99.04
3,2025-07-28,149.94,629.75
4,2025-07-28,50.87,213.65
5,2025-07-28,390.68,1640.86
1,2025-07-29,75.72,318.02
2,2025-07-29,23.46,98.53
3,2025-07-29,112.95,474.39
4,2025-07-29,58.61,246.16
5,2025-07-29,305.67,1283.81
1,2025-07-30,67.5,283.5
2,2025-07-30,23.36,98.11
3,2025-07-30,152.14,638.99
4,2025-07-30,53.08,222.94
5,2025-07-30,374.94,1574.75
1,2025-07-31,70.2,294.84
2,2025-07-31,24.11,101.26
3,2025-07-31,143.68,603.46
4,2025-07-31,53.57,224.99
5,2025-07-31,402.48,1690.42
1,2025-08-01,73.41,308.32
2,2025-08-01,24.26,101.89
3,2025-08-01,112.06,470.65
4,2025-08-01,57.66,242.17
5,2025-08-01,432.53,1816.63
1,2025-08-02,34.59,145.28
2,2025-08-02,13.81,58.0
3,2025-08-02,63.42,266.36
4,2025-08-02,28.35,119.07
5,2025-08-02,162.87,684.05
1,2025-08-04,79.3,333.06
2,2025-08-04,24.65,103.53
3,2025-08-04,162.94,684.35
4,2025-08-04,58.25,244.65
5,2025-08-04,429.18,1802.56
1,2025-08-05,71.0,298.2
2,2025-08-05,23.44,98.45
3,2025-08-05,135.55,569.31
4,2025-08-05,55.72,234.02
5,2025-08-05,315.08,1323.34
1,2025-08-06,67.28,282.58
2,2025-08-06,24.17,101.51
3,2025-08-06,122.77,515.63
4,2025-08-06,54.78,230.08
5,2025-08-06,461.63,1938.85
1,2025-08-07,69.71,292.78
2,2025-08-07,23.39,98.24
3,2025-08-07,131.62,552.8
4,2025-08-07,59.2,248.64
5,2025-08-07,421.41,1769.92
1,2025-08-08,75.55,317.31
2,2025-08-08,23.45,98.49
3,2025-08-08,133.83,562.09
4,2025-08-08,54.67,229.61
5,2025-08-08,415.2,1743.84
1,2025-08-09,32.85,137.97
2,2025-08-09,14.31,60.1
3,2025-08-09,60.22,252.92
4,2025-08-09,29.5,123.9
5,2025-08-09,189.7,796.74
1,2025-08-11,81.29,341.42
2,2025-08-11,24.53,103.03
3,2025-08-11,154.75,649.95
4,2025-08-11,53.5,224.7
5,2025-08-11,382.74,1607.51
1,2025-08-12,71.09,298.58
2,2025-08-12,22.19,93.2
3,2025-08-12,139.6,586.32
4,2025-08-12,53.44,224.45
5,2025-08-12,424.06,1781.05
1,2025-08-13,73.49,308.66
2,2025-08-13,23.87,100.25
3,2025-08-13,114.45,480.69
4,2025-08-13,51.11,214.66
5,2025-08-13,410.61,1724.56
1,2025-08-14,66.86,280.81
2,2025-08-14,22.8,95.76
3,2025-08-14,139.13,584.35
4,2025-08-14,60.21,252.88
5,2025-08-14,424.27,1781.93
1,2025-08-15,68.44,287.45
2,2025-08-15,22.47,94.37
3,2025-08-15,150.24,631.01
4,2025-08-15,51.07,214.49
5,2025-08-15,353.1,1483.02
1,2025-08-16,32.83,137.89
2,2025-08-16,13.18,55.36
3,2025-08-16,65.15,273.63
4,2025-08-16,27.05,113.61
5,2025-08-16,163.15,685.23
1,2025-08-18,63.0,264.6
2,2025-08-18,24.59,103.28
3,2025-08-18,122.58,514.84
4,2025-08-18,48.94,205.55
5,2025-08-18,445.91,1872.82
1,2025-08-19,75.09,315.38
2,2025-08-19,24.45,102.69
3,2025-08-19,130.93,549.91
4,2025-08-19,57.57,241.79
5,2025-08-19,385.63,1619.65
1,2025-08-20,68.88,289.3
2,2025-08-20,22.89,96.14
3,2025-08-20,148.01,621.64
4,2025-08-20,51.01,214.24
5,2025-08-20,415.6,1745.52
1,2025-08-21,68.24,286.61
2,2025-08-21,23.1,97.02
3,2025-08-21,147.17,618.11
4,2025-08-21,53.22,223.52
5,2025-08-21,333.87,1402.25
1,2025-08-22,71.0,298.2
2,2025-08-22,24.47,102.77
3,2025-08-22,149.82,629.24
4,2025-08-22,51.63,216.85
5,2025-08-22,379.15,1592.43
1,2025-08-23,32.87,138.05
2,2025-08-23,13.4,56.28
3,2025-08-23,56.87,238.85
4,2025-08-23,28.75,120.75
5,2025-08-23,137.11,575.86
1,2025-08-25,70.2,294.84
2,2025-08-25,23.83,100.09
3,2025-08-25,119.79,503.12
4,2025-08-25,53.1,223.02
5,2025-08-25,420.66,1766.77
1,2025-08-26,71.94,302.15
2,2025-08-26,22.7,95.34
3,2025-08-26,148.96,625.63
4,2025-08-26,54.52,228.98
5,2025-08-26,399.45,1677.69
1,2025-08-27,58.86,247.21
2,2025-08-27,22.74,95.51
3,2025-08-27,163.4,686.28
4,2025-08-27,52.22,219.32
5,2025-08-27,388.03,1629.73
1,2025-08-28,75.69,317.9
2,2025-08-28,22.08,92.74
3,2025-08-28,164.08,689.14
4,2025-08-28,52.73,221.47
5,2025-08-28,453.1,1903.02
1,2025-08-29,71.22,299.12
2,2025-08-29,22.73,95.47
3,2025-08-29,134.46,564.73
4,2025-08-29,52.39,220.04
5,2025-08-29,331.26,1391.29
1,2025-08-30,33.44,140.45
2,2025-08-30,13.37,56.15
3,2025-08-30,57.48,241.42
4,2025-08-30,27.52,115.58
5,2025-08-30,132.02,554.48
1,2025-09-01,62.84,263.93
2,2025-09-01,21.09,88.58
3,2025-09-01,117.11,491.86
4,2025-09-01,47.89,201.14
5,2025-09-01,408.55,1715.91
1,2025-09-02,62.28,261.58
2,2025-09-02,20.99,88.16
3,2025-09-02,114.79,482.12
4,2025-09-02,53.17,223.31
5,2025-09-02,331.94,1394.15
1,2025-09-03,68.77,288.83
2,2025-09-03,22.64,95.09
3,2025-09-03,112.14,470.99
4,2025-09-03,50.19,210.8
5,2025-09-03,405.59,1703.48
1,2025-09-04,61.07,256.49
2,2025-09-04,21.63,90.85
3,2025-09-04,110.21,462.88
4,2025-09-04,49.4,207.48
5,2025-09-04,387.76,1628.59
1,2025-09-05,63.12,265.1
2,2025-09-05,20.83,87.49
3,2025-09-05,114.83,482.29
4,2025-09-05,54.79,230.12
5,2025-09-05,344.77,1448.03
1,2025-09-06,29.65,124.53
2,2025-09-06,12.84,53.93
3,2025-09-06,42.41,178.12
4,2025-09-06,26.65,111.93
5,2025-09-06,165.63,695.65
1,2025-09-08,67.93,285.31
2,2025-09-08,21.58,90.64
3,2025-09-08,102.32,429.74
4,2025-09-08,48.28,202.78
5,2025-09-08,434.17,1823.51
1,2025-09-09,60.54,254.27
2,2025-09-09,21.44,90.05
3,2025-09-09,99.2,416.64
4,2025-09-09,55.6,233.52
5,2025-09-09,348.05,1461.81
1,2025-09-10,56.52,237.38
2,2025-09-10,20.78,87.28
3,2025-09-10,123.53,518.83
4,2025-09-10,47.48,199.42
5,2025-09-10,281.18,1180.96
1,2025-09-11,58.53,245.83
2,2025-09-11,21.6,90.72
3,2025-09-11,130.82,549.44
4,2025-09-11,47.69,200.3
5,2025-09-11,331.39,1391.84
1,2025-09-12,62.7,263.34
2,2025-09-12,20.59,86.48
3,2025-09-12,118.56,497.95
4,2025-09-12,44.03,184.93
5,2025-09-12,399.26,1676.89
1,2025-09-13,30.25,127.05
2,2025-09-13,12.87,54.05
3,2025-09-13,46.16,193.87
4,2025-09-13,24.33,102.19
5,2025-09-13,114.03,478.93
1,2025-09-15,62.08,260.74
2,2025-09-15,21.25,89.25
3,2025-09-15,112.04,470.57
4,2025-09-15,46.86,196.81
5,2025-09-15,342.13,1436.95
1,2025-09-16,69.34,291.23
2,2025-09-16,22.16,93.07
3,2025-09-16,97.36,408.91
4,2025-09-16,49.8,209.16
5,2025-09-16,418.38,1757.2
1,2025-09-17,63.53,266.83
2,2025-09-17,20.9,87.78
3,2025-09-17,123.4,518.28
4,2025-09-17,45.31,190.3
5,2025-09-17,377.95,1587.39
1,2025-09-18,59.88,251.5
2,2025-09-18,21.31,89.5
3,2025-09-18,110.07,462.29
4,2025-09-18,47.15,198.03
5,2025-09-18,360.92,1515.86
1,2025-09-19,71.67,301.01
2,2025-09-19,22.54,94.67
3,2025-09-19,123.2,517.44
4,2025-09-19,47.74,200.51
5,2025-09-19,371.41,1559.92
1,2025-09-20,29.65,124.53
2,2025-09-20,12.87,54.05
3,2025-09-20,46.02,193.28
4,2025-09-20,24.15,101.43
5,2025-09-20,147.76,620.59
1,2025-09-22,63.95,268.59
2,2025-09-22,21.19,89.0
3,2025-09-22,113.8,477.96
4,2025-09-22,52.19,219.2
5,2025-09-22,429.75,1804.95
1,2025-09-23,69.14,290.39
2,2025-09-23,21.46,90.13
3,2025-09-23,116.71,490.18
4,2025-09-23,48.94,205.55
5,2025-09-23,377.3,1584.66
1,2025-09-24,70.86,297.61
2,2025-09-24,20.6,86.52
3,2025-09-24,91.21,383.08
4,2025-09-24,52.55,220.71
5,2025-09-24,343.48,1442.62
1,2025-09-25,62.11,260.86
2,2025-09-25,22.03,92.53
3,2025-09-25,123.23,517.57
4,2025-09-25,44.86,188.41
5,2025-09-25,392.1,1646.82
1,2025-09-26,60.65,254.73
2,2025-09-26,21.45,90.09
3,2025-09-26,109.73,460.87
4,2025-09-26,50.81,213.4
5,2025-09-26,400.28,1681.18
1,2025-09-27,29.5,123.9
2,2025-09-27,12.46,52.33
3,2025-09-27,41.34,173.63
4,2025-09-27,24.55,103.11
5,2025-09-27,131.38,551.8
1,2025-09-29,62.36,261.91
2,2025-09-29,20.74,87.11
3,2025-09-29,117.87,495.05
4,2025-09-29,51.53,216.43
5,2025-09-29,368.09,1545.98
1,2025-09-30,62.47,262.37
2,2025-09-30,21.77,91.43
3,2025-09-30,116.8,490.56
4,2025-09-30,44.88,188.5
5,2025-09-30,333.5,1400.7
1,2025-10-01,63.55,266.91
2,2025-10-01,20.51,86.14
3,2025-10-01,111.65,468.93
4,2025-10-01,46.59,195.68
5,2025-10-01,385.29,1618.22
1,2025-10-02,69.88,293.5
2,2025-10-02,21.13,88.75
3,2025-10-02,107.45,451.29
4,2025-10-02,51.83,217.69
5,2025-10-02,335.95,1410.99
1,2025-10-03,61.3,257.46
2,2025-10-03,22.1,92.82
3,2025-10-03,107.26,450.49
4,2025-10-03,47.97,201.47
5,2025-10-03,306.48,1287.22
1,2025-10-04,25.65,107.73
2,2025-10-04,13.01,54.64
3,2025-10-04,52.78,221.68
4,2025-10-04,25.33,106.39
5,2025-10-04,144.73,607.87
1,2025-10-06,68.65,288.33
2,2025-10-06,21.5,90.3
3,2025-10-06,102.69,431.3
4,2025-10-06,44.94,188.75
5,2025-10-06,367.72,1544.42
1,2025-10-07,63.95,268.59
2,2025-10-07,21.37,89.75
3,2025-10-07,119.95,503.79
4,2025-10-07,55.43,232.81
5,2025-10-07,389.24,1634.81
1,2025-10-08,62.11,260.86
2,2025-10-08,21.28,89.38
3,2025-10-08,118.8,498.96
4,2025-10-08,53.33,223.99
5,2025-10-08,343.3,1441.86
1,2025-10-09,61.26,257.29
2,2025-10-09,21.33,89.59
3,2025-10-09,110.92,465.86
4,2025-10-09,47.08,197.74
5,2025-10-09,359.0,1507.8
1,2025-10-10,56.45,237.09
2,2025-10-10,21.78,91.48
3,2025-10-10,127.68,536.26
4,2025-10-10,47.77,200.63
5,2025-10-10,359.78,1511.08
1,2025-10-11,29.07,122.09
2,2025-10-11,12.77,53.63
3,2025-10-11,46.53,195.43
4,2025-10-11,25.06,105.25
5,2025-10-11,113.77,477.83
1,2025-10-13,66.72,280.22
2,2025-10-13,21.67,91.01
3,2025-10-13,102.37,429.95
4,2025-10-13,48.68,204.46
5,2025-10-13,376.73,1582.27
1,2025-10-14,69.72,292.82
2,2025-10-14,22.07,92.69
3,2025-10-14,118.81,499.0
4,2025-10-14,48.85,205.17
5,2025-10-14,386.59,1623.68
1,2025-10-15,68.88,289.3
2,2025-10-15,21.73,91.27
3,2025-10-15,110.56,464.35
4,2025-10-15,54.93,230.71
5,2025-10-15,357.35,1500.87
1,2025-10-16,69.06,290.05
2,2025-10-16,20.67,86.81
3,2025-10-16,106.78,448.48
4,2025-10-16,49.7,208.74
5,2025-10-16,310.95,1305.99
1,2025-10-17,61.5,258.3
2,2025-10-17,21.54,90.47
3,2025-10-17,94.18,395.56
4,2025-10-17,52.05,218.61
5,2025-10-17,311.94,1310.15
1,2025-10-18,29.56,124.15
2,2025-10-18,12.0,50.4
3,2025-10-18,48.41,203.32
4,2025-10-18,27.09,113.78
5,2025-10-18,146.97,617.27
1,2025-10-20,65.97,277.07
2,2025-10-20,21.6,90.72
3,2025-10-20,108.44,455.45
4,2025-10-20,45.9,192.78
5,2025-10-20,350.55,1472.31
1,2025-10-21,60.34,253.43
2,2025-10-21,21.94,92.15
3,2025-10-21,116.95,491.19
4,2025-10-21,43.71,183.58
5,2025-10-21,343.74,1443.71
1,2025-10-22,61.3,257.46
2,2025-10-22,20.5,86.1
3,2025-10-22,100.55,422.31
4,2025-10-22,52.31,219.7
5,2025-10-22,391.1,1642.62
1,2025-10-23,55.81,234.4
2,2025-10-23,21.61,90.76
3,2025-10-23,113.17,475.31
4,2025-10-23,48.74,204.71
5,2025-10-23,408.8,1716.96
1,2025-10-24,63.85,268.17
2,2025-10-24,21.01,88.24
3,2025-10-24,107.5,451.5
4,2025-10-24,46.8,196.56
5,2025-10-24,370.03,1554.13
1,2025-10-25,30.2,126.84
2,2025-10-25,12.37,51.95
3,2025-10-25,43.17,181.31
4,2025-10-25,27.1,113.82
5,2025-10-25,150.61,632.56
1,2025-10-27,56.29,236.42
2,2025-10-27,20.49,86.06
3,2025-10-27,96.8,406.56
4,2025-10-27,50.98,214.12
5,2025-10-27,379.34,1593.23
1,2025-10-28,63.3,265.86
2,2025-10-28,22.14,92.99
3,2025-10-28,106.12,445.7
4,2025-10-28,53.0,222.6
5,2025-10-28,314.58,1321.24
1,2025-10-29,60.32,253.34
2,2025-10-29,21.35,89.67
3,2025-10-29,133.93,562.51
4,2025-10-29,49.05,206.01
5,2025-10-29,372.37,1563.95
1,2025-10-30,66.3,278.46
2,2025-10-30,22.05,92.61
3,2025-10-30,117.42,493.16
4,2025-10-30,52.35,219.87
5,2025-10-30,308.32,1294.94
1,2025-10-31,66.25,278.25
2,2025-10-31,21.89,91.94
3,2025-10-31,122.71,515.38
4,2025-10-31,48.74,204.71
5,2025-10-31,324.39,1362.44
1,2025-11-01,30.27,127.13
2,2025-11-01,12.47,52.37
3,2025-11-01,45.37,190.55
4,2025-11-01,24.67,103.61
5,2025-11-01,159.28,668.98
1,2025-11-03,61.84,259.73
2,2025-11-03,20.9,87.78
3,2025-11-03,123.49,518.66
4,2025-11-03,51.03,214.33
5,2025-11-03,358.97,1507.67
1,2025-11-04,54.05,227.01
2,2025-11-04,20.38,85.6
3,2025-11-04,131.74,553.31
4,2025-11-04,47.43,199.21
5,2025-11-04,368.52,1547.78
1,2025-11-05,60.69,254.9
2,2025-11-05,21.68,91.06
3,2025-11-05,108.87,457.25
4,2025-11-05,48.4,203.28
5,2025-11-05,296.47,1245.17
1,2025-11-06,55.63,233.65
2,2025-11-06,21.49,90.26
3,2025-11-06,116.67,490.01
4,2025-11-06,45.87,192.65
5,2025-11-06,315.28,1324.18
1,2025-11-07,61.77,259.43
2,2025-11-07,20.95,87.99
3,2025-11-07,100.02,420.08
4,2025-11-07,50.05,210.21
5,2025-11-07,408.17,1714.31
1,2025-11-08,29.68,124.66
2,2025-11-08,12.51,52.54
3,2025-11-08,45.09,189.38
4,2025-11-08,27.3,114.66
5,2025-11-08,118.23,496.57
1,2025-11-10,64.22,269.72
2,2025-11-10,21.11,88.66
3,2025-11-10,112.26,471.49
4,2025-11-10,51.14,214.79
5,2025-11-10,347.38,1459.0
1,2025-11-11,56.4,236.88
2,2025-11-11,22.06,92.65
3,2025-11-11,118.89,499.34
4,2025-11-11,52.0,218.4
5,2025-11-11,351.32,1475.54
1,2025-11-12,62.77,263.63
2,2025-11-12,21.66,90.97
3,2025-11-12,114.29,480.02
4,2025-11-12,51.38,215.8
5,2025-11-12,386.3,1622.46
1,2025-11-13,59.49,249.86
2,2025-11-13,20.9,87.78
3,2025-11-13,128.08,537.94
4,2025-11-13,50.94,213.95
5,2025-11-13,354.97,1490.87
1,2025-11-14,69.75,292.95
2,2025-11-14,22.35,93.87
3,2025-11-14,115.36,484.51
4,2025-11-14,50.49,212.06
5,2025-11-14,363.25,1525.65
1,2025-11-15,30.7,128.94
2,2025-11-15,13.04,54.77
3,2025-11-15,43.85,184.17
4,2025-11-15,24.15,101.43
5,2025-11-15,159.12,668.3
1,2025-11-17,56.74,238.31
2,2025-11-17,21.65,90.93
3,2025-11-17,119.38,501.4
4,2025-11-17,49.54,208.07
5,2025-11-17,345.18,1449.76
1,2025-11-18,65.93,276.91
2,2025-11-18,21.42,89.96
3,2025-11-18,97.28,408.58
4,2025-11-18,48.88,205.3
5,2025-11-18,331.75,1393.35
1,2025-11-19,62.25,261.45
2,2025-11-19,22.5,94.5
3,2025-11-19,116.32,488.54
4,2025-11-19,45.49,191.06
5,2025-11-19,288.9,1213.38
1,2025-11-20,62.52,262.58
2,2025-11-20,22.73,95.47
3,2025-11-20,113.18,475.36
4,2025-11-20,48.97,205.67
5,2025-11-20,422.94,1776.35
1,2025-11-21,68.21,286.48
2,2025-11-21,20.91,87.82
3,2025-11-21,100.01,420.04
4,2025-11-21,48.49,203.66
5,2025-11-21,314.64,1321.49
1,2025-11-22,28.02,117.68
2,2025-11-22,12.67,53.21
3,2025-11-22,45.67,191.81
4,2025-11-22,25.2,105.84
5,2025-11-22,131.12,550.7
1,2025-11-24,56.14,235.79
2,2025-11-24,20.55,86.31
3,2025-11-24,98.5,413.7
4,2025-11-24,50.34,211.43
5,2025-11-24,372.32,1563.74
1,2025-11-25,61.28,257.38
2,2025-11-25,22.31,93.7
3,2025-11-25,105.11,441.46
4,2025-11-25,49.87,209.45
5,2025-11-25,364.94,1532.75
1,2025-11-26,64.92,272.66
2,2025-11-26,20.75,87.15
3,2025-11-26,116.17,487.91
4,2025-11-26,53.81,226.0
5,2025-11-26,324.77,1364.03
1,2025-11-27,68.82,289.04
2,2025-11-27,21.96,92.23
3,2025-11-27,111.86,469.81
4,2025-11-27,48.39,203.24
5,2025-11-27,307.47,1291.37
1,2025-11-28,71.14,298.79
2,2025-11-28,21.54,90.47
3,2025-11-28,115.32,484.34
4,2025-11-28,49.47,207.77
5,2025-11-28,332.26,1395.49
1,2025-11-29,28.02,117.68
2,2025-11-29,12.8,53.76
3,2025-11-29,55.18,231.76
4,2025-11-29,25.16,105.67
5,2025-11-29,141.25,593.25
1,2025-12-01,58.8,246.96
2,2025-12-01,19.75,82.95
3,2025-12-01,98.72,414.62
4,2025-12-01,47.44,199.25
5,2025-12-01,322.89,1356.14
1,2025-12-02,61.88,259.9
2,2025-12-02,20.03,84.13
3,2025-12-02,105.54,443.27
4,2025-12-02,48.48,203.62
5,2025-12-02,412.39,1732.04
1,2025-12-03,65.44,274.85
2,2025-12-03,21.17,88.91
3,2025-12-03,104.65,439.53
4,2025-12-03,45.52,191.18
5,2025-12-03,309.31,1299.1
1,2025-12-04,66.22,278.12
2,2025-12-04,19.33,81.19
3,2025-12-04,97.09,407.78
4,2025-12-04,45.69,191.9
5,2025-12-04,343.2,1441.44
1,2025-12-05,59.66,250.57
2,2025-12-05,20.12,84.5
3,2025-12-05,115.44,484.85
4,2025-12-05,51.44,216.05
5,2025-12-05,366.05,1537.41
1,2025-12-06,27.07,113.69
2,2025-12-06,11.91,50.02
3,2025-12-06,40.36,169.51
4,2025-12-06,24.02,100.88
5,2025-12-06,124.92,524.66
1,2025-12-08,63.98,268.72
2,2025-12-08,21.17,88.91
3,2025-12-08,133.09,558.98
4,2025-12-08,46.05,193.41
5,2025-12-08,346.16,1453.87
1,2025-12-09,55.5,233.1
2,2025-12-09,21.32,89.54
3,2025-12-09,95.46,400.93
4,2025-12-09,48.98,205.72
5,2025-12-09,377.06,1583.65
1,2025-12-10,61.65,258.93
2,2025-12-10,20.21,84.88
3,2025-12-10,97.3,408.66
4,2025-12-10,51.1,214.62
5,2025-12-10,335.01,1407.04
1,2025-12-11,59.81,251.2
2,2025-12-11,21.06,88.45
3,2025-12-11,86.95,365.19
4,2025-12-11,49.43,207.61
5,2025-12-11,374.44,1572.65
1,2025-12-12,64.05,269.01
2,2025-12-12,20.0,84.0
3,2025-12-12,98.02,411.68
4,2025-12-12,48.75,204.75
5,2025-12-12,405.7,1703.94
1,2025-12-13,27.53,115.63
2,2025-12-13,11.81,49.6
3,2025-12-13,39.81,167.2
4,2025-12-13,23.81,100.0
5,2025-12-13,108.71,456.58
1,2025-12-15,57.97,243.47
2,2025-12-15,20.07,84.29
3,2025-12-15,120.28,505.18
4,2025-12-15,46.34,194.63
5,2025-12-15,427.29,1794.62
1,2025-12-16,62.57,262.79
2,2025-12-16,19.36,81.31
3,2025-12-16,112.68,473.26
4,2025-12-16,47.69,200.3
5,2025-12-16,335.45,1408.89
1,2025-12-17,62.35,261.87
2,2025-12-17,21.37,89.75
3,2025-12-17,103.06,432.85
4,2025-12-17,47.34,198.83
5,2025-12-17,333.22,1399.52
1,2025-12-18,61.02,256.28
2,2025-12-18,19.63,82.45
3,2025-12-18,121.72,511.22
4,2025-12-18,41.52,174.38
5,2025-12-18,313.38,1316.2
1,2025-12-19,64.42,270.56
2,2025-12-19,20.12,84.5
3,2025-12-19,104.73,439.87
4,2025-12-19,46.06,193.45
5,2025-12-19,333.29,1399.82
1,2025-12-20,28.17,118.31
2,2025-12-20,12.08,50.74
3,2025-12-20,40.47,169.97
4,2025-12-20,23.7,99.54
5,2025-12-20,117.91,495.22
1,2025-12-22,56.17,235.91
2,2025-12-22,19.58,82.24
3,2025-12-22,91.02,382.28
4,2025-12-22,45.03,189.13
5,2025-12-22,316.38,1328.8
1,2025-12-23,61.17,256.91
2,2025-12-23,20.33,85.39
3,2025-12-23,79.83,335.29
4,2025-12-23,49.32,207.14
5,2025-12-23,358.32,1504.94
1,2025-12-24,63.4,266.28
2,2025-12-24,21.37,89.75
3,2025-12-24,91.97,386.27
4,2025-12-24,42.97,180.47
5,2025-12-24,281.36,1181.71
1,2025-12-25,59.03,247.93
2,2025-12-25,21.02,88.28
3,2025-12-25,122.59,514.88
4,2025-12-25,41.99,176.36
5,2025-12-25,308.93,1297.51
1,2025-12-26,57.83,242.89
2,2025-12-26,20.0,84.0
3,2025-12-26,108.19,454.4
4,2025-12-26,42.43,178.21
5,2025-12-26,372.52,1564.58
1,2025-12-27,30.23,126.97
2,2025-12-27,12.41,52.12
3,2025-12-27,37.89,159.14
4,2025-12-27,23.95,100.59
5,2025-12-27,134.84,566.33
1,2025-12-29,66.58,279.64
2,2025-12-29,20.61,86.56
3,2025-12-29,102.01,428.44
4,2025-12-29,44.24,185.81
5,2025-12-29,374.7,1573.74
1,2025-12-30,59.75,250.95
2,2025-12-30,19.77,83.03
3,2025-12-30,116.05,487.41
4,2025-12-30,43.88,184.3
5,2025-12-30,376.41,1580.92
1,2025-12-31,56.19,236.0
2,2025-12-31,20.44,85.85
3,2025-12-31,96.72,406.22
4,2025-12-31,46.41,194.92
5,2025-12-31,317.13,1331.95
