site_id,waste_date,waste_type,waste_quantity_kg,recyclable
5,2025-03-18,Packaging Waste,24.5,False
1,2025-03-19,Metal Scrap,12.47,True
1,2025-03-19,Plastic Waste,6.47,True
1,2025-03-19,Electrical Waste,2.42,True
1,2025-03-19,Packaging Waste,3.88,False
2,2025-03-19,Metal Scrap,0.38,True
2,2025-03-19,Plastic Waste,0.17,True
2,2025-03-19,Electrical Waste,0.08,True
2,2025-03-19,Packaging Waste,0.11,False
3,2025-03-19,Metal Scrap,29.02,True
3,2025-03-19,Plastic Waste,14.76,True
3,2025-03-19,Electrical Waste,6.61,True
3,2025-03-19,Packaging Waste,8.71,False
4,2025-03-19,Metal Scrap,5.78,True
4,2025-03-19,Plastic Waste,2.96,True
4,2025-03-19,Electrical Waste,1.38,True
4,2025-03-19,Packaging Waste,1.9,False
5,2025-03-19,Metal Scrap,78.7,True
5,2025-03-19,Plastic Waste,39.17,True
5,2025-03-19,Electrical Waste,19.1,True
5,2025-03-19,Packaging Waste,27.01,False
1,2025-03-20,Metal Scrap,11.8,True
1,2025-03-20,Plastic Waste,5.8,True
1,2025-03-20,Electrical Waste,2.85,True
1,2025-03-20,Packaging Waste,4.0,False
2,2025-03-20,Metal Scrap,0.54,True
2,2025-03-20,Plastic Waste,0.25,True
2,2025-03-20,Electrical Waste,0.13,True
2,2025-03-20,Packaging Waste,0.19,False
3,2025-03-20,Metal Scrap,23.76,True
3,2025-03-20,Plastic Waste,11.78,True
3,2025-03-20,Electrical Waste,5.34,True
3,2025-03-20,Packaging Waste,8.26,False
4,2025-03-20,Metal Scrap,6.62,True
4,2025-03-20,Plastic Waste,3.31,True
4,2025-03-20,Electrical Waste,1.47,True
4,2025-03-20,Packaging Waste,1.92,False
5,2025-03-20,Metal Scrap,85.67,True
5,2025-03-20,Plastic Waste,47.68,True
5,2025-03-20,Electrical Waste,22.15,True
5,2025-03-20,Packaging Waste,31.25,False
1,2025-03-21,Metal Scrap,9.96,True
1,2025-03-21,Plastic Waste,5.95,True
1,2025-03-21,Electrical Waste,2.65,True
1,2025-03-21,Packaging Waste,3.55,False
2,2025-03-21,Metal Scrap,0.53,True
2,2025-03-21,Plastic Waste,0.25,True
2,2025-03-21,Electrical Waste,0.12,True
2,2025-03-21,Packaging Waste,0.16,False
3,2025-03-21,Metal Scrap,23.15,True
3,2025-03-21,Plastic Waste,13.13,True
3,2025-03-21,Electrical Waste,5.06,True
3,2025-03-21,Packaging Waste,7.96,False
4,2025-03-21,Metal Scrap,5.0,True
4,2025-03-21,Plastic Waste,2.4,True
4,2025-03-21,Electrical Waste,1.07,True
4,2025-03-21,Packaging Waste,1.77,False
5,2025-03-21,Metal Scrap,71.01,True
5,2025-03-21,Plastic Waste,42.37,True
5,2025-03-21,Electrical Waste,16.71,True
5,2025-03-21,Packaging Waste,23.28,False
1,2025-03-22,Metal Scrap,4.47,True
1,2025-03-22,Plastic Waste,2.26,True
1,2025-03-22,Electrical Waste,0.97,True
1,2025-03-22,Packaging Waste,1.49,False
2,2025-03-22,Metal Scrap,0.2,True
2,2025-03-22,Plastic Waste,0.11,True
2,2025-03-22,Electrical Waste,0.05,True
2,2025-03-22,Packaging Waste,0.08,False
3,2025-03-22,Metal Scrap,7.12,True
3,2025-03-22,Plastic Waste,4.11,True
3,2025-03-22,Electrical Waste,1.73,True
3,2025-03-22,Packaging Waste,2.37,False
4,2025-03-22,Metal Scrap,2.06,True
4,2025-03-22,Plastic Waste,1.1,True
4,2025-03-22,Electrical Waste,0.55,True
4,2025-03-22,Packaging Waste,0.78,False
5,2025-03-22,Metal Scrap,25.84,True
5,2025-03-22,Plastic Waste,12.78,True
5,2025-03-22,Electrical Waste,5.21,True
5,2025-03-22,Packaging Waste,8.12,False
1,2025-03-24,Metal Scrap,9.31,True
1,2025-03-24,Plastic Waste,4.54,True
1,2025-03-24,Electrical Waste,2.18,True
1,2025-03-24,Packaging Waste,3.52,False
2,2025-03-24,Metal Scrap,0.38,True
2,2025-03-24,Plastic Waste,0.18,True
2,2025-03-24,Electrical Waste,0.1,True
2,2025-03-24,Packaging Waste,0.14,False
3,2025-03-24,Metal Scrap,24.45,True
3,2025-03-24,Plastic Waste,13.96,True
3,2025-03-24,Electrical Waste,5.87,True
3,2025-03-24,Packaging Waste,8.62,False
4,2025-03-24,Metal Scrap,5.9,True
4,2025-03-24,Plastic Waste,3.15,True
4,2025-03-24,Electrical Waste,1.3,True
4,2025-03-24,Packaging Waste,2.02,False
5,2025-03-24,Metal Scrap,87.5,True
5,2025-03-24,Plastic Waste,39.96,True
5,2025-03-24,Electrical Waste,21.2,True
5,2025-03-24,Packaging Waste,26.53,False
1,2025-03-25,Metal Scrap,11.5,True
1,2025-03-25,Plastic Waste,5.89,True
1,2025-03-25,Electrical Waste,2.87,True
1,2025-03-25,Packaging Waste,3.97,False
2,2025-03-25,Metal Scrap,0.38,True
2,2025-03-25,Plastic Waste,0.2,True
2,2025-03-25,Electrical Waste,0.09,True
2,2025-03-25,Packaging Waste,0.15,False
3,2025-03-25,Metal Scrap,20.46,True
3,2025-03-25,Plastic Waste,10.0,True
3,2025-03-25,Electrical Waste,5.2,True
3,2025-03-25,Packaging Waste,7.15,False
4,2025-03-25,Metal Scrap,6.26,True
4,2025-03-25,Plastic Waste,3.16,True
4,2025-03-25,Electrical Waste,1.44,True
4,2025-03-25,Packaging Waste,2.15,False
5,2025-03-25,Metal Scrap,65.15,True
5,2025-03-25,Plastic Waste,31.51,True
5,2025-03-25,Electrical Waste,15.55,True
5,2025-03-25,Packaging Waste,24.56,False
1,2025-03-26,Metal Scrap,11.0,True
1,2025-03-26,Plastic Waste,6.39,True
1,2025-03-26,Electrical Waste,2.67,True
1,2025-03-26,Packaging Waste,4.19,False
2,2025-03-26,Metal Scrap,0.58,True
2,2025-03-26,Plastic Waste,0.31,True
2,2025-03-26,Electrical Waste,0.12,True
2,2025-03-26,Packaging Waste,0.2,False
3,2025-03-26,Metal Scrap,26.57,True
3,2025-03-26,Plastic Waste,13.21,True
3,2025-03-26,Electrical Waste,5.57,True
3,2025-03-26,Packaging Waste,8.63,False
4,2025-03-26,Metal Scrap,6.4,True
4,2025-03-26,Plastic Waste,3.94,True
4,2025-03-26,Electrical Waste,1.62,True
4,2025-03-26,Packaging Waste,2.65,False
5,2025-03-26,Metal Scrap,72.78,True
5,2025-03-26,Plastic Waste,35.28,True
5,2025-03-26,Electrical Waste,17.33,True
5,2025-03-26,Packaging Waste,23.21,False
1,2025-03-27,Metal Scrap,10.95,True
1,2025-03-27,Plastic Waste,6.12,True
1,2025-03-27,Electrical Waste,2.76,True
1,2025-03-27,Packaging Waste,3.73,False
2,2025-03-27,Metal Scrap,0.44,True
2,2025-03-27,Plastic Waste,0.24,True
2,2025-03-27,Electrical Waste,0.12,True
2,2025-03-27,Packaging Waste,0.17,False
3,2025-03-27,Metal Scrap,24.34,True
3,2025-03-27,Plastic Waste,11.34,True
3,2025-03-27,Electrical Waste,5.65,True
3,2025-03-27,Packaging Waste,7.73,False
4,2025-03-27,Metal Scrap,4.85,True
4,2025-03-27,Plastic Waste,2.71,True
4,2025-03-27,Electrical Waste,1.11,True
4,2025-03-27,Packaging Waste,1.76,False
5,2025-03-27,Metal Scrap,69.55,True
5,2025-03-27,Plastic Waste,31.33,True
5,2025-03-27,Electrical Waste,15.52,True
5,2025-03-27,Packaging Waste,24.28,False
1,2025-03-28,Metal Scrap,11.83,True
1,2025-03-28,Plastic Waste,5.81,True
1,2025-03-28,Electrical Waste,2.45,True
1,2025-03-28,Packaging Waste,4.15,False
2,2025-03-28,Metal Scrap,0.51,True
2,2025-03-28,Plastic Waste,0.28,True
2,2025-03-28,Electrical Waste,0.12,True
2,2025-03-28,Packaging Waste,0.19,False
3,2025-03-28,Metal Scrap,21.14,True
3,2025-03-28,Plastic Waste,10.18,True
3,2025-03-28,Electrical Waste,5.35,True
3,2025-03-28,Packaging Waste,7.25,False
4,2025-03-28,Metal Scrap,6.58,True
4,2025-03-28,Plastic Waste,2.94,True
4,2025-03-28,Electrical Waste,1.5,True
4,2025-03-28,Packaging Waste,2.24,False
5,2025-03-28,Metal Scrap,78.47,True
5,2025-03-28,Plastic Waste,45.32,True
5,2025-03-28,Electrical Waste,19.07,True
5,2025-03-28,Packaging Waste,31.18,False
1,2025-03-29,Metal Scrap,3.26,True
1,2025-03-29,Plastic Waste,1.77,True
1,2025-03-29,Electrical Waste,0.67,True
1,2025-03-29,Packaging Waste,1.1,False
2,2025-03-29,Metal Scrap,0.21,True
2,2025-03-29,Plastic Waste,0.09,True
2,2025-03-29,Electrical Waste,0.04,True
2,2025-03-29,Packaging Waste,0.07,False
3,2025-03-29,Metal Scrap,8.07,True
3,2025-03-29,Plastic Waste,4.16,True
3,2025-03-29,Electrical Waste,1.92,True
3,2025-03-29,Packaging Waste,2.9,False
4,2025-03-29,Metal Scrap,1.98,True
4,2025-03-29,Plastic Waste,1.07,True
4,2025-03-29,Electrical Waste,0.43,True
4,2025-03-29,Packaging Waste,0.69,False
5,2025-03-29,Metal Scrap,23.25,True
5,2025-03-29,Plastic Waste,11.85,True
5,2025-03-29,Electrical Waste,5.13,True
5,2025-03-29,Packaging Waste,8.09,False
1,2025-03-31,Metal Scrap,12.33,True
1,2025-03-31,Plastic Waste,6.16,True
1,2025-03-31,Electrical Waste,3.11,True
1,2025-03-31,Packaging Waste,4.45,False
2,2025-03-31,Metal Scrap,0.41,True
2,2025-03-31,Plastic Waste,0.22,True
2,2025-03-31,Electrical Waste,0.09,True
2,2025-03-31,Packaging Waste,0.14,False
3,2025-03-31,Metal Scrap,23.42,True
3,2025-03-31,Plastic Waste,13.39,True
3,2025-03-31,Electrical Waste,5.18,True
3,2025-03-31,Packaging Waste,8.79,False
4,2025-03-31,Metal Scrap,6.41,True
4,2025-03-31,Plastic Waste,3.05,True
4,2025-03-31,Electrical Waste,1.57,True
4,2025-03-31,Packaging Waste,2.18,False
5,2025-03-31,Metal Scrap,86.84,True
5,2025-03-31,Plastic Waste,40.91,True
5,2025-03-31,Electrical Waste,16.87,True
5,2025-03-31,Packaging Waste,28.58,False
1,2025-04-01,Metal Scrap,9.88,True
1,2025-04-01,Plastic Waste,4.58,True
1,2025-04-01,Electrical Waste,2.05,True
1,2025-04-01,Packaging Waste,2.89,False
2,2025-04-01,Metal Scrap,0.42,True
2,2025-04-01,Plastic Waste,0.23,True
2,2025-04-01,Electrical Waste,0.1,True
2,2025-04-01,Packaging Waste,0.15,False
3,2025-04-01,Metal Scrap,25.78,True
3,2025-04-01,Plastic Waste,12.55,True
3,2025-04-01,Electrical Waste,5.75,True
3,2025-04-01,Packaging Waste,8.16,False
4,2025-04-01,Metal Scrap,5.22,True
4,2025-04-01,Plastic Waste,2.73,True
4,2025-04-01,Electrical Waste,1.2,True
4,2025-04-01,Packaging Waste,2.05,False
5,2025-04-01,Metal Scrap,66.16,True
5,2025-04-01,Plastic Waste,37.99,True
5,2025-04-01,Electrical Waste,16.27,True
5,2025-04-01,Packaging Waste,26.58,False
1,2025-04-02,Metal Scrap,11.88,True
1,2025-04-02,Plastic Waste,6.18,True
1,2025-04-02,Electrical Waste,2.47,True
1,2025-04-02,Packaging Waste,3.88,False
2,2025-04-02,Metal Scrap,0.49,True
2,2025-04-02,Plastic Waste,0.24,True
2,2025-04-02,Electrical Waste,0.1,True
2,2025-04-02,Packaging Waste,0.16,False
3,2025-04-02,Metal Scrap,21.93,True
3,2025-04-02,Plastic Waste,9.69,True
3,2025-04-02,Electrical Waste,5.15,True
3,2025-04-02,Packaging Waste,7.26,False
4,2025-04-02,Metal Scrap,6.22,True
4,2025-04-02,Plastic Waste,3.35,True
4,2025-04-02,Electrical Waste,1.39,True
4,2025-04-02,Packaging Waste,2.32,False
5,2025-04-02,Metal Scrap,62.72,True
5,2025-04-02,Plastic Waste,31.4,True
5,2025-04-02,Electrical Waste,12.71,True
5,2025-04-02,Packaging Waste,22.26,False
1,2025-04-03,Metal Scrap,10.29,True
1,2025-04-03,Plastic Waste,5.8,True
1,2025-04-03,Electrical Waste,2.17,True
1,2025-04-03,Packaging Waste,3.31,False
2,2025-04-03,Metal Scrap,0.61,True
2,2025-04-03,Plastic Waste,0.31,True
2,2025-04-03,Electrical Waste,0.14,True
2,2025-04-03,Packaging Waste,0.23,False
3,2025-04-03,Metal Scrap,27.31,True
3,2025-04-03,Plastic Waste,15.77,True
3,2025-04-03,Electrical Waste,6.95,True
3,2025-04-03,Packaging Waste,10.33,False
4,2025-04-03,Metal Scrap,6.19,True
4,2025-04-03,Plastic Waste,3.44,True
4,2025-04-03,Electrical Waste,1.5,True
4,2025-04-03,Packaging Waste,2.07,False
5,2025-04-03,Metal Scrap,85.77,True
5,2025-04-03,Plastic Waste,46.23,True
5,2025-04-03,Electrical Waste,20.42,True
5,2025-04-03,Packaging Waste,28.59,False
1,2025-04-04,Metal Scrap,10.89,True
1,2025-04-04,Plastic Waste,4.79,True
1,2025-04-04,Electrical Waste,2.36,True
1,2025-04-04,Packaging Waste,3.58,False
2,2025-04-04,Metal Scrap,0.67,True
2,2025-04-04,Plastic Waste,0.36,True
2,2025-04-04,Electrical Waste,0.15,True
2,2025-04-04,Packaging Waste,0.24,False
3,2025-04-04,Metal Scrap,24.3,True
3,2025-04-04,Plastic Waste,12.55,True
3,2025-04-04,Electrical Waste,6.31,True
3,2025-04-04,Packaging Waste,9.34,False
4,2025-04-04,Metal Scrap,5.52,True
4,2025-04-04,Plastic Waste,2.9,True
4,2025-04-04,Electrical Waste,1.2,True
4,2025-04-04,Packaging Waste,1.89,False
5,2025-04-04,Metal Scrap,74.98,True
5,2025-04-04,Plastic Waste,39.56,True
5,2025-04-04,Electrical Waste,16.42,True
5,2025-04-04,Packaging Waste,28.07,False
1,2025-04-05,Metal Scrap,3.7,True
1,2025-04-05,Plastic Waste,2.03,True
1,2025-04-05,Electrical Waste,0.88,True
1,2025-04-05,Packaging Waste,1.22,False
2,2025-04-05,Metal Scrap,0.16,True
2,2025-04-05,Plastic Waste,0.08,True
2,2025-04-05,Electrical Waste,0.04,True
2,2025-04-05,Packaging Waste,0.06,False
3,2025-04-05,Metal Scrap,9.26,True
3,2025-04-05,Plastic Waste,5.17,True
3,2025-04-05,Electrical Waste,2.16,True
3,2025-04-05,Packaging Waste,3.52,False
4,2025-04-05,Metal Scrap,1.75,True
4,2025-04-05,Plastic Waste,0.92,True
4,2025-04-05,Electrical Waste,0.42,True
4,2025-04-05,Packaging Waste,0.53,False
5,2025-04-05,Metal Scrap,22.58,True
5,2025-04-05,Plastic Waste,12.07,True
5,2025-04-05,Electrical Waste,5.11,True
5,2025-04-05,Packaging Waste,7.9,False
1,2025-04-07,Metal Scrap,9.01,True
1,2025-04-07,Plastic Waste,4.61,True
1,2025-04-07,Electrical Waste,1.99,True
1,2025-04-07,Packaging Waste,3.1,False
2,2025-04-07,Metal Scrap,0.55,True
2,2025-04-07,Plastic Waste,0.3,True
2,2025-04-07,Electrical Waste,0.12,True
2,2025-04-07,Packaging Waste,0.21,False
3,2025-04-07,Metal Scrap,21.49,True
3,2025-04-07,Plastic Waste,11.45,True
3,2025-04-07,Electrical Waste,5.35,True
3,2025-04-07,Packaging Waste,7.61,False
4,2025-04-07,Metal Scrap,6.54,True
4,2025-04-07,Plastic Waste,3.2,True
4,2025-04-07,Electrical Waste,1.43,True
4,2025-04-07,Packaging Waste,2.13,False
5,2025-04-07,Metal Scrap,75.65,True
5,2025-04-07,Plastic Waste,36.6,True
5,2025-04-07,Electrical Waste,19.58,True
5,2025-04-07,Packaging Waste,27.0,False
1,2025-04-08,Metal Scrap,13.39,True
1,2025-04-08,Plastic Waste,5.94,True
1,2025-04-08,Electrical Waste,2.72,True
1,2025-04-08,Packaging Waste,3.82,False
2,2025-04-08,Metal Scrap,0.51,True
2,2025-04-08,Plastic Waste,0.28,True
2,2025-04-08,Electrical Waste,0.12,True
2,2025-04-08,Packaging Waste,0.17,False
3,2025-04-08,Metal Scrap,23.35,True
3,2025-04-08,Plastic Waste,12.75,True
3,2025-04-08,Electrical Waste,5.22,True
3,2025-04-08,Packaging Waste,8.55,False
4,2025-04-08,Metal Scrap,6.15,True
4,2025-04-08,Plastic Waste,3.19,True
4,2025-04-08,Electrical Waste,1.31,True
4,2025-04-08,Packaging Waste,1.98,False
5,2025-04-08,Metal Scrap,77.39,True
5,2025-04-08,Plastic Waste,36.85,True
5,2025-04-08,Electrical Waste,17.63,True
5,2025-04-08,Packaging Waste,23.93,False
1,2025-04-09,Metal Scrap,8.93,True
1,2025-04-09,Plastic Waste,4.83,True
1,2025-04-09,Electrical Waste,1.95,True
1,2025-04-09,Packaging Waste,3.36,False
2,2025-04-09,Metal Scrap,0.31,True
2,2025-04-09,Plastic Waste,0.14,True
2,2025-04-09,Electrical Waste,0.07,True
2,2025-04-09,Packaging Waste,0.1,False
3,2025-04-09,Metal Scrap,23.77,True
3,2025-04-09,Plastic Waste,11.17,True
3,2025-04-09,Electrical Waste,5.58,True
3,2025-04-09,Packaging Waste,8.09,False
4,2025-04-09,Metal Scrap,5.91,True
4,2025-04-09,Plastic Waste,3.24,True
4,2025-04-09,Electrical Waste,1.44,True
4,2025-04-09,Packaging Waste,1.96,False
5,2025-04-09,Metal Scrap,66.68,True
5,2025-04-09,Plastic Waste,35.74,True
5,2025-04-09,Electrical Waste,16.35,True
5,2025-04-09,Packaging Waste,24.44,False
1,2025-04-10,Metal Scrap,12.05,True
1,2025-04-10,Plastic Waste,6.08,True
1,2025-04-10,Electrical Waste,2.6,True
1,2025-04-10,Packaging Waste,4.14,False
2,2025-04-10,Metal Scrap,0.5,True
2,2025-04-10,Plastic Waste,0.3,True
2,2025-04-10,Electrical Waste,0.13,True
2,2025-04-10,Packaging Waste,0.18,False
3,2025-04-10,Metal Scrap,24.88,True
3,2025-04-10,Plastic Waste,14.09,True
3,2025-04-10,Electrical Waste,5.92,True
3,2025-04-10,Packaging Waste,9.19,False
4,2025-04-10,Metal Scrap,6.77,True
4,2025-04-10,Plastic Waste,3.85,True
4,2025-04-10,Electrical Waste,1.57,True
4,2025-04-10,Packaging Waste,2.5,False
5,2025-04-10,Metal Scrap,77.75,True
5,2025-04-10,Plastic Waste,37.09,True
5,2025-04-10,Electrical Waste,17.18,True
5,2025-04-10,Packaging Waste,25.42,False
1,2025-04-11,Metal Scrap,9.55,True
1,2025-04-11,Plastic Waste,4.29,True
1,2025-04-11,Electrical Waste,2.09,True
1,2025-04-11,Packaging Waste,3.45,False
2,2025-04-11,Metal Scrap,0.57,True
2,2025-04-11,Plastic Waste,0.29,True
2,2025-04-11,Electrical Waste,0.12,True
2,2025-04-11,Packaging Waste,0.19,False
3,2025-04-11,Metal Scrap,20.67,True
3,2025-04-11,Plastic Waste,9.77,True
3,2025-04-11,Electrical Waste,4.77,True
3,2025-04-11,Packaging Waste,7.14,False
4,2025-04-11,Metal Scrap,5.29,True
4,2025-04-11,Plastic Waste,2.37,True
4,2025-04-11,Electrical Waste,1.17,True
4,2025-04-11,Packaging Waste,1.54,False
5,2025-04-11,Metal Scrap,95.6,True
5,2025-04-11,Plastic Waste,41.6,True
5,2025-04-11,Electrical Waste,18.12,True
5,2025-04-11,Packaging Waste,28.96,False
1,2025-04-12,Metal Scrap,3.3,True
1,2025-04-12,Plastic Waste,1.89,True
1,2025-04-12,Electrical Waste,0.8,True
1,2025-04-12,Packaging Waste,1.28,False
2,2025-04-12,Metal Scrap,0.23,True
2,2025-04-12,Plastic Waste,0.12,True
2,2025-04-12,Electrical Waste,0.05,True
2,2025-04-12,Packaging Waste,0.07,False
3,2025-04-12,Metal Scrap,8.7,True
3,2025-04-12,Plastic Waste,4.54,True
3,2025-04-12,Electrical Waste,2.07,True
3,2025-04-12,Packaging Waste,3.32,False
4,2025-04-12,Metal Scrap,2.25,True
4,2025-04-12,Plastic Waste,1.11,True
4,2025-04-12,Electrical Waste,0.48,True
4,2025-04-12,Packaging Waste,0.83,False
5,2025-04-12,Metal Scrap,30.24,True
5,2025-04-12,Plastic Waste,15.59,True
5,2025-04-12,Electrical Waste,7.52,True
5,2025-04-12,Packaging Waste,11.18,False
1,2025-04-14,Metal Scrap,11.7,True
1,2025-04-14,Plastic Waste,6.08,True
1,2025-04-14,Electrical Waste,2.66,True
1,2025-04-14,Packaging Waste,3.66,False
2,2025-04-14,Metal Scrap,0.34,True
2,2025-04-14,Plastic Waste,0.19,True
2,2025-04-14,Electrical Waste,0.08,True
2,2025-04-14,Packaging Waste,0.13,False
3,2025-04-14,Metal Scrap,24.34,True
3,2025-04-14,Plastic Waste,12.5,True
3,2025-04-14,Electrical Waste,5.46,True
3,2025-04-14,Packaging Waste,9.06,False
4,2025-04-14,Metal Scrap,7.11,True
4,2025-04-14,Plastic Waste,3.68,True
4,2025-04-14,Electrical Waste,1.83,True
4,2025-04-14,Packaging Waste,2.68,False
5,2025-04-14,Metal Scrap,73.54,True
5,2025-04-14,Plastic Waste,36.62,True
5,2025-04-14,Electrical Waste,18.23,True
5,2025-04-14,Packaging Waste,25.77,False
1,2025-04-15,Metal Scrap,12.7,True
1,2025-04-15,Plastic Waste,6.34,True
1,2025-04-15,Electrical Waste,2.89,True
1,2025-04-15,Packaging Waste,4.21,False
2,2025-04-15,Metal Scrap,0.68,True
2,2025-04-15,Plastic Waste,0.35,True
2,2025-04-15,Electrical Waste,0.17,True
2,2025-04-15,Packaging Waste,0.24,False
3,2025-04-15,Metal Scrap,22.42,True
3,2025-04-15,Plastic Waste,11.09,True
3,2025-04-15,Electrical Waste,5.16,True
3,2025-04-15,Packaging Waste,7.31,False
4,2025-04-15,Metal Scrap,5.36,True
4,2025-04-15,Plastic Waste,2.97,True
4,2025-04-15,Electrical Waste,1.26,True
4,2025-04-15,Packaging Waste,1.69,False
5,2025-04-15,Metal Scrap,69.74,True
5,2025-04-15,Plastic Waste,35.67,True
5,2025-04-15,Electrical Waste,14.78,True
5,2025-04-15,Packaging Waste,24.17,False
1,2025-04-16,Metal Scrap,11.45,True
1,2025-04-16,Plastic Waste,6.01,True
1,2025-04-16,Electrical Waste,2.37,True
1,2025-04-16,Packaging Waste,3.83,False
2,2025-04-16,Metal Scrap,0.65,True
2,2025-04-16,Plastic Waste,0.3,True
2,2025-04-16,Electrical Waste,0.15,True
2,2025-04-16,Packaging Waste,0.19,False
3,2025-04-16,Metal Scrap,24.73,True
3,2025-04-16,Plastic Waste,13.67,True
3,2025-04-16,Electrical Waste,5.49,True
3,2025-04-16,Packaging Waste,9.13,False
4,2025-04-16,Metal Scrap,7.44,True
4,2025-04-16,Plastic Waste,3.54,True
4,2025-04-16,Electrical Waste,1.49,True
4,2025-04-16,Packaging Waste,2.59,False
5,2025-04-16,Metal Scrap,66.82,True
5,2025-04-16,Plastic Waste,36.68,True
5,2025-04-16,Electrical Waste,17.13,True
5,2025-04-16,Packaging Waste,21.81,False
1,2025-04-17,Metal Scrap,10.58,True
1,2025-04-17,Plastic Waste,5.4,True
1,2025-04-17,Electrical Waste,2.49,True
1,2025-04-17,Packaging Waste,3.89,False
2,2025-04-17,Metal Scrap,0.61,True
2,2025-04-17,Plastic Waste,0.27,True
2,2025-04-17,Electrical Waste,0.14,True
2,2025-04-17,Packaging Waste,0.18,False
3,2025-04-17,Metal Scrap,32.88,True
3,2025-04-17,Plastic Waste,17.15,True
3,2025-04-17,Electrical Waste,6.79,True
3,2025-04-17,Packaging Waste,10.39,False
4,2025-04-17,Metal Scrap,5.21,True
4,2025-04-17,Plastic Waste,2.69,True
4,2025-04-17,Electrical Waste,1.19,True
4,2025-04-17,Packaging Waste,1.77,False
5,2025-04-17,Metal Scrap,66.44,True
5,2025-04-17,Plastic Waste,38.4,True
5,2025-04-17,Electrical Waste,15.52,True
5,2025-04-17,Packaging Waste,27.7,False
1,2025-04-18,Metal Scrap,8.84,True
1,2025-04-18,Plastic Waste,5.22,True
1,2025-04-18,Electrical Waste,2.13,True
1,2025-04-18,Packaging Waste,3.16,False
2,2025-04-18,Metal Scrap,0.65,True
2,2025-04-18,Plastic Waste,0.33,True
2,2025-04-18,Electrical Waste,0.14,True
2,2025-04-18,Packaging Waste,0.19,False
3,2025-04-18,Metal Scrap,17.51,True
3,2025-04-18,Plastic Waste,9.1,True
3,2025-04-18,Electrical Waste,4.3,True
3,2025-04-18,Packaging Waste,6.19,False
4,2025-04-18,Metal Scrap,5.77,True
4,2025-04-18,Plastic Waste,3.31,True
4,2025-04-18,Electrical Waste,1.49,True
4,2025-04-18,Packaging Waste,2.14,False
5,2025-04-18,Metal Scrap,67.17,True
5,2025-04-18,Plastic Waste,30.72,True
5,2025-04-18,Electrical Waste,15.64,True
5,2025-04-18,Packaging Waste,23.64,False
1,2025-04-19,Metal Scrap,3.45,True
1,2025-04-19,Plastic Waste,1.67,True
1,2025-04-19,Electrical Waste,0.68,True
1,2025-04-19,Packaging Waste,1.15,False
2,2025-04-19,Metal Scrap,0.2,True
2,2025-04-19,Plastic Waste,0.1,True
2,2025-04-19,Electrical Waste,0.05,True
2,2025-04-19,Packaging Waste,0.07,False
3,2025-04-19,Metal Scrap,7.1,True
3,2025-04-19,Plastic Waste,3.63,True
3,2025-04-19,Electrical Waste,1.79,True
3,2025-04-19,Packaging Waste,2.79,False
4,2025-04-19,Metal Scrap,2.07,True
4,2025-04-19,Plastic Waste,1.16,True
4,2025-04-19,Electrical Waste,0.44,True
4,2025-04-19,Packaging Waste,0.76,False
5,2025-04-19,Metal Scrap,25.94,True
5,2025-04-19,Plastic Waste,11.72,True
5,2025-04-19,Electrical Waste,5.27,True
5,2025-04-19,Packaging Waste,8.23,False
1,2025-04-21,Metal Scrap,10.06,True
1,2025-04-21,Plastic Waste,5.28,True
1,2025-04-21,Electrical Waste,2.53,True
1,2025-04-21,Packaging Waste,3.66,False
2,2025-04-21,Metal Scrap,0.46,True
2,2025-04-21,Plastic Waste,0.23,True
2,2025-04-21,Electrical Waste,0.12,True
2,2025-04-21,Packaging Waste,0.16,False
3,2025-04-21,Metal Scrap,24.1,True
3,2025-04-21,Plastic Waste,11.44,True
3,2025-04-21,Electrical Waste,4.99,True
3,2025-04-21,Packaging Waste,7.52,False
4,2025-04-21,Metal Scrap,7.61,True
4,2025-04-21,Plastic Waste,3.81,True
4,2025-04-21,Electrical Waste,1.63,True
4,2025-04-21,Packaging Waste,2.51,False
5,2025-04-21,Metal Scrap,74.37,True
5,2025-04-21,Plastic Waste,38.76,True
5,2025-04-21,Electrical Waste,17.66,True
5,2025-04-21,Packaging Waste,24.2,False
1,2025-04-22,Metal Scrap,8.61,True
1,2025-04-22,Plastic Waste,4.9,True
1,2025-04-22,Electrical Waste,2.23,True
1,2025-04-22,Packaging Waste,2.85,False
2,2025-04-22,Metal Scrap,0.65,True
2,2025-04-22,Plastic Waste,0.35,True
2,2025-04-22,Electrical Waste,0.14,True
2,2025-04-22,Packaging Waste,0.23,False
3,2025-04-22,Metal Scrap,24.2,True
3,2025-04-22,Plastic Waste,13.77,True
3,2025-04-22,Electrical Waste,6.07,True
3,2025-04-22,Packaging Waste,9.23,False
4,2025-04-22,Metal Scrap,4.08,True
4,2025-04-22,Plastic Waste,2.18,True
4,2025-04-22,Electrical Waste,1.01,True
4,2025-04-22,Packaging Waste,1.39,False
5,2025-04-22,Metal Scrap,73.52,True
5,2025-04-22,Plastic Waste,40.84,True
5,2025-04-22,Electrical Waste,16.4,True
5,2025-04-22,Packaging Waste,26.84,False
1,2025-04-23,Metal Scrap,11.67,True
1,2025-04-23,Plastic Waste,5.6,True
1,2025-04-23,Electrical Waste,2.52,True
1,2025-04-23,Packaging Waste,3.74,False
2,2025-04-23,Metal Scrap,0.57,True
2,2025-04-23,Plastic Waste,0.32,True
