site_id,energy_source_id,energy_date,energy_consumption_kwh,energy_cost
2,2,2025-03-31,6.59,0.59
2,3,2025-03-31,4.39,0.22
2,4,2025-03-31,8.78,0.53
2,5,2025-03-31,6.59,0.46
3,1,2025-03-31,380.06,68.41
3,2,2025-03-31,108.59,9.77
3,3,2025-03-31,380.06,19.0
3,4,2025-03-31,108.59,6.52
3,5,2025-03-31,108.59,7.6
4,1,2025-03-31,210.35,37.86
4,2,2025-03-31,84.14,7.57
4,3,2025-03-31,42.07,2.1
4,4,2025-03-31,21.04,1.26
4,5,2025-03-31,63.11,4.42
5,1,2025-03-31,995.56,179.2
5,2,2025-03-31,568.89,51.2
5,3,2025-03-31,284.45,14.22
5,4,2025-03-31,284.45,17.07
5,5,2025-03-31,711.12,49.78
1,1,2025-04-01,310.32,55.86
1,2,2025-04-01,155.16,13.96
1,3,2025-04-01,62.06,3.1
1,4,2025-04-01,31.03,1.86
1,5,2025-04-01,62.06,4.34
2,1,2025-04-01,17.25,3.1
2,2,2025-04-01,6.47,0.58
2,3,2025-04-01,4.31,0.22
2,4,2025-04-01,8.63,0.52
2,5,2025-04-01,6.47,0.45
3,1,2025-04-01,385.62,69.41
3,2,2025-04-01,110.18,9.92
3,3,2025-04-01,385.62,19.28
3,4,2025-04-01,110.18,6.61
3,5,2025-04-01,110.18,7.71
4,1,2025-04-01,195.24,35.14
4,2,2025-04-01,78.09,7.03
4,3,2025-04-01,39.05,1.95
4,4,2025-04-01,19.52,1.17
4,5,2025-04-01,58.57,4.1
5,1,2025-04-01,929.7,167.35
5,2,2025-04-01,531.26,47.81
5,3,2025-04-01,265.63,13.28
5,4,2025-04-01,265.63,15.94
5,5,2025-04-01,664.07,46.48
1,1,2025-04-02,419.44,75.5
1,2,2025-04-02,209.72,18.87
1,3,2025-04-02,83.89,4.19
1,4,2025-04-02,41.94,2.52
1,5,2025-04-02,83.89,5.87
2,1,2025-04-02,19.42,3.5
2,2,2025-04-02,7.28,0.66
2,3,2025-04-02,4.86,0.24
2,4,2025-04-02,9.71,0.58
2,5,2025-04-02,7.28,0.51
3,1,2025-04-02,330.34,59.46
3,2,2025-04-02,94.38,8.49
3,3,2025-04-02,330.34,16.52
3,4,2025-04-02,94.38,5.66
3,5,2025-04-02,94.38,6.61
4,1,2025-04-02,208.9,37.6
4,2,2025-04-02,83.56,7.52
4,3,2025-04-02,41.78,2.09
4,4,2025-04-02,20.89,1.25
4,5,2025-04-02,62.67,4.39
5,1,2025-04-02,705.26,126.95
5,2,2025-04-02,403.01,36.27
5,3,2025-04-02,201.5,10.08
5,4,2025-04-02,201.5,12.09
5,5,2025-04-02,503.76,35.26
1,1,2025-04-03,349.98,63.0
1,2,2025-04-03,174.99,15.75
1,3,2025-04-03,70.0,3.5
1,4,2025-04-03,35.0,2.1
1,5,2025-04-03,70.0,4.9
2,1,2025-04-03,27.96,5.03
2,2,2025-04-03,10.49,0.94
2,3,2025-04-03,6.99,0.35
2,4,2025-04-03,13.98,0.84
2,5,2025-04-03,10.49,0.73
3,1,2025-04-03,464.85,83.67
3,2,2025-04-03,132.81,11.95
3,3,2025-04-03,464.85,23.24
3,4,2025-04-03,132.81,7.97
3,5,2025-04-03,132.81,9.3
4,1,2025-04-03,218.94,39.41
4,2,2025-04-03,87.57,7.88
4,3,2025-04-03,43.79,2.19
4,4,2025-04-03,21.89,1.31
4,5,2025-04-03,65.68,4.6
5,1,2025-04-03,1112.24,200.2
5,2,2025-04-03,635.57,57.2
5,3,2025-04-03,317.78,15.89
5,4,2025-04-03,317.78,19.07
5,5,2025-04-03,794.46,55.61
1,1,2025-04-04,341.21,61.42
1,2,2025-04-04,170.61,15.35
1,3,2025-04-04,68.24,3.41
1,4,2025-04-04,34.12,2.05
1,5,2025-04-04,68.24,4.78
2,1,2025-04-04,27.35,4.92
2,2,2025-04-04,10.26,0.92
2,3,2025-04-04,6.84,0.34
2,4,2025-04-04,13.68,0.82
2,5,2025-04-04,10.26,0.72
3,1,2025-04-04,437.93,78.83
3,2,2025-04-04,125.12,11.26
3,3,2025-04-04,437.93,21.9
3,4,2025-04-04,125.12,7.51
3,5,2025-04-04,125.12,8.76
4,1,2025-04-04,184.21,33.16
4,2,2025-04-04,73.68,6.63
4,3,2025-04-04,36.84,1.84
4,4,2025-04-04,18.42,1.11
4,5,2025-04-04,55.26,3.87
5,1,2025-04-04,965.41,173.77
5,2,2025-04-04,551.66,49.65
5,3,2025-04-04,275.83,13.79
5,4,2025-04-04,275.83,16.55
5,5,2025-04-04,689.58,48.27
1,1,2025-04-05,205.38,36.97
1,2,2025-04-05,102.69,9.24
1,3,2025-04-05,41.08,2.05
1,4,2025-04-05,20.54,1.23
1,5,2025-04-05,41.08,2.88
2,1,2025-04-05,12.27,2.21
2,2,2025-04-05,4.6,0.41
2,3,2025-04-05,3.07,0.15
2,4,2025-04-05,6.13,0.37
2,5,2025-04-05,4.6,0.32
3,1,2025-04-05,268.79,48.38
3,2,2025-04-05,76.8,6.91
3,3,2025-04-05,268.79,13.44
3,4,2025-04-05,76.8,4.61
3,5,2025-04-05,76.8,5.38
4,1,2025-04-05,93.63,16.85
4,2,2025-04-05,37.45,3.37
4,3,2025-04-05,18.73,0.94
4,4,2025-04-05,9.36,0.56
4,5,2025-04-05,28.09,1.97
5,1,2025-04-05,475.04,85.51
5,2,2025-04-05,271.45,24.43
5,3,2025-04-05,135.73,6.79
5,4,2025-04-05,135.73,8.14
5,5,2025-04-05,339.31,23.75
1,1,2025-04-07,334.31,60.18
1,2,2025-04-07,167.16,15.04
1,3,2025-04-07,66.86,3.34
1,4,2025-04-07,33.43,2.01
1,5,2025-04-07,66.86,4.68
2,1,2025-04-07,24.93,4.49
2,2,2025-04-07,9.35,0.84
2,3,2025-04-07,6.23,0.31
2,4,2025-04-07,12.47,0.75
2,5,2025-04-07,9.35,0.65
3,1,2025-04-07,383.89,69.1
3,2,2025-04-07,109.68,9.87
3,3,2025-04-07,383.89,19.19
3,4,2025-04-07,109.68,6.58
3,5,2025-04-07,109.68,7.68
4,1,2025-04-07,200.03,36.01
4,2,2025-04-07,80.01,7.2
4,3,2025-04-07,40.01,2.0
4,4,2025-04-07,20.0,1.2
4,5,2025-04-07,60.01,4.2
5,1,2025-04-07,953.74,171.67
5,2,2025-04-07,544.99,49.05
5,3,2025-04-07,272.5,13.62
5,4,2025-04-07,272.5,16.35
5,5,2025-04-07,681.24,47.69
1,1,2025-04-08,400.02,72.0
1,2,2025-04-08,200.01,18.0
1,3,2025-04-08,80.0,4.0
1,4,2025-04-08,40.0,2.4
1,5,2025-04-08,80.0,5.6
2,1,2025-04-08,21.2,3.82
2,2,2025-04-08,7.95,0.72
2,3,2025-04-08,5.3,0.27
2,4,2025-04-08,10.6,0.64
2,5,2025-04-08,7.95,0.56
3,1,2025-04-08,378.32,68.1
3,2,2025-04-08,108.09,9.73
3,3,2025-04-08,378.32,18.92
3,4,2025-04-08,108.09,6.49
3,5,2025-04-08,108.09,7.57
4,1,2025-04-08,201.51,36.27
4,2,2025-04-08,80.6,7.25
4,3,2025-04-08,40.3,2.02
4,4,2025-04-08,20.15,1.21
4,5,2025-04-08,60.45,4.23
5,1,2025-04-08,913.17,164.37
5,2,2025-04-08,521.81,46.96
5,3,2025-04-08,260.91,13.05
5,4,2025-04-08,260.91,15.65
5,5,2025-04-08,652.27,45.66
1,1,2025-04-09,303.38,54.61
1,2,2025-04-09,151.69,13.65
1,3,2025-04-09,60.68,3.03
1,4,2025-04-09,30.34,1.82
1,5,2025-04-09,60.68,4.25
2,1,2025-04-09,12.97,2.33
2,2,2025-04-09,4.86,0.44
2,3,2025-04-09,3.24,0.16
2,4,2025-04-09,6.48,0.39
2,5,2025-04-09,4.86,0.34
3,1,2025-04-09,356.07,64.09
3,2,2025-04-09,101.73,9.16
3,3,2025-04-09,356.07,17.8
3,4,2025-04-09,101.73,6.1
3,5,2025-04-09,101.73,7.12
4,1,2025-04-09,211.98,38.16
4,2,2025-04-09,84.79,7.63
4,3,2025-04-09,42.4,2.12
4,4,2025-04-09,21.2,1.27
4,5,2025-04-09,63.59,4.45
5,1,2025-04-09,898.3,161.69
5,2,2025-04-09,513.31,46.2
5,3,2025-04-09,256.66,12.83
5,4,2025-04-09,256.66,15.4
5,5,2025-04-09,641.64,44.91
1,1,2025-04-10,394.05,70.93
1,2,2025-04-10,197.02,17.73
1,3,2025-04-10,78.81,3.94
1,4,2025-04-10,39.4,2.36
1,5,2025-04-10,78.81,5.52
2,1,2025-04-10,23.4,4.21
2,2,2025-04-10,8.78,0.79
2,3,2025-04-10,5.85,0.29
2,4,2025-04-10,11.7,0.7
2,5,2025-04-10,8.78,0.61
3,1,2025-04-10,400.03,72.01
3,2,2025-04-10,114.3,10.29
3,3,2025-04-10,400.03,20.0
3,4,2025-04-10,114.3,6.86
3,5,2025-04-10,114.3,8.0
4,1,2025-04-10,239.05,43.03
4,2,2025-04-10,95.62,8.61
4,3,2025-04-10,47.81,2.39
4,4,2025-04-10,23.91,1.43
4,5,2025-04-10,71.72,5.02
5,1,2025-04-10,910.67,163.92
5,2,2025-04-10,520.38,46.83
5,3,2025-04-10,260.19,13.01
5,4,2025-04-10,260.19,15.61
5,5,2025-04-10,650.48,45.53
1,1,2025-04-11,303.19,54.57
1,2,2025-04-11,151.59,13.64
1,3,2025-04-11,60.64,3.03
1,4,2025-04-11,30.32,1.82
1,5,2025-04-11,60.64,4.24
2,1,2025-04-11,22.87,4.12
2,2,2025-04-11,8.58,0.77
2,3,2025-04-11,5.72,0.29
2,4,2025-04-11,11.43,0.69
2,5,2025-04-11,8.58,0.6
3,1,2025-04-11,321.86,57.93
3,2,2025-04-11,91.96,8.28
3,3,2025-04-11,321.86,16.09
3,4,2025-04-11,91.96,5.52
3,5,2025-04-11,91.96,6.44
4,1,2025-04-11,171.41,30.85
4,2,2025-04-11,68.56,6.17
4,3,2025-04-11,34.28,1.71
4,4,2025-04-11,17.14,1.03
4,5,2025-04-11,51.42,3.6
5,1,2025-04-11,1098.7,197.77
5,2,2025-04-11,627.83,56.5
5,3,2025-04-11,313.91,15.7
5,4,2025-04-11,313.91,18.83
5,5,2025-04-11,784.78,54.93
1,1,2025-04-12,193.68,34.86
1,2,2025-04-12,96.84,8.72
1,3,2025-04-12,38.74,1.94
1,4,2025-04-12,19.37,1.16
1,5,2025-04-12,38.74,2.71
2,1,2025-04-12,14.98,2.7
2,2,2025-04-12,5.62,0.51
2,3,2025-04-12,3.74,0.19
2,4,2025-04-12,7.49,0.45
2,5,2025-04-12,5.62,0.39
3,1,2025-04-12,264.69,47.64
3,2,2025-04-12,75.63,6.81
3,3,2025-04-12,264.69,13.23
3,4,2025-04-12,75.63,4.54
3,5,2025-04-12,75.63,5.29
4,1,2025-04-12,122.67,22.08
4,2,2025-04-12,49.07,4.42
4,3,2025-04-12,24.53,1.23
4,4,2025-04-12,12.27,0.74
4,5,2025-04-12,36.8,2.58
5,1,2025-04-12,670.08,120.61
5,2,2025-04-12,382.9,34.46
5,3,2025-04-12,191.45,9.57
5,4,2025-04-12,191.45,11.49
5,5,2025-04-12,478.63,33.5
1,1,2025-04-14,396.54,71.38
1,2,2025-04-14,198.27,17.84
1,3,2025-04-14,79.31,3.97
1,4,2025-04-14,39.65,2.38
1,5,2025-04-14,79.31,5.55
2,1,2025-04-14,16.11,2.9
2,2,2025-04-14,6.04,0.54
2,3,2025-04-14,4.03,0.2
2,4,2025-04-14,8.05,0.48
2,5,2025-04-14,6.04,0.42
3,1,2025-04-14,419.13,75.44
3,2,2025-04-14,119.75,10.78
3,3,2025-04-14,419.13,20.96
3,4,2025-04-14,119.75,7.18
3,5,2025-04-14,119.75,8.38
4,1,2025-04-14,255.19,45.93
4,2,2025-04-14,102.08,9.19
4,3,2025-04-14,51.04,2.55
4,4,2025-04-14,25.52,1.53
4,5,2025-04-14,76.56,5.36
5,1,2025-04-14,1000.54,180.1
5,2,2025-04-14,571.74,51.46
5,3,2025-04-14,285.87,14.29
5,4,2025-04-14,285.87,17.15
5,5,2025-04-14,714.67,50.03
1,1,2025-04-15,401.68,72.3
1,2,2025-04-15,200.84,18.08
1,3,2025-04-15,80.34,4.02
1,4,2025-04-15,40.17,2.41
1,5,2025-04-15,80.34,5.62
2,1,2025-04-15,31.39,5.65
2,2,2025-04-15,11.77,1.06
2,3,2025-04-15,7.85,0.39
2,4,2025-04-15,15.7,0.94
2,5,2025-04-15,11.77,0.82
3,1,2025-04-15,371.25,66.83
3,2,2025-04-15,106.07,9.55
3,3,2025-04-15,371.25,18.56
3,4,2025-04-15,106.07,6.36
3,5,2025-04-15,106.07,7.42
4,1,2025-04-15,181.82,32.73
4,2,2025-04-15,72.73,6.55
4,3,2025-04-15,36.36,1.82
4,4,2025-04-15,18.18,1.09
4,5,2025-04-15,54.55,3.82
5,1,2025-04-15,856.15,154.11
5,2,2025-04-15,489.23,44.03
5,3,2025-04-15,244.62,12.23
5,4,2025-04-15,244.62,14.68
5,5,2025-04-15,611.54,42.81
1,1,2025-04-16,405.49,72.99
1,2,2025-04-16,202.75,18.25
1,3,2025-04-16,81.1,4.05
1,4,2025-04-16,40.55,2.43
1,5,2025-04-16,81.1,5.68
2,1,2025-04-16,27.54,4.96
2,2,2025-04-16,10.33,0.93
2,3,2025-04-16,6.88,0.34
2,4,2025-04-16,13.77,0.83
2,5,2025-04-16,10.33,0.72
3,1,2025-04-16,399.67,71.94
3,2,2025-04-16,114.19,10.28
3,3,2025-04-16,399.67,19.98
3,4,2025-04-16,114.19,6.85
3,5,2025-04-16,114.19,7.99
4,1,2025-04-16,223.29,40.19
4,2,2025-04-16,89.32,8.04
4,3,2025-04-16,44.66,2.23
4,4,2025-04-16,22.33,1.34
4,5,2025-04-16,66.99,4.69
5,1,2025-04-16,844.35,151.98
5,2,2025-04-16,482.49,43.42
5,3,2025-04-16,241.24,12.06
5,4,2025-04-16,241.24,14.47
5,5,2025-04-16,603.11,42.22
1,1,2025-04-17,362.52,65.25
1,2,2025-04-17,181.26,16.31
1,3,2025-04-17,72.5,3.62
1,4,2025-04-17,36.25,2.17
1,5,2025-04-17,72.5,5.08
2,1,2025-04-17,24.97,4.49
2,2,2025-04-17,9.36,0.84
2,3,2025-04-17,6.24,0.31
2,4,2025-04-17,12.48,0.75
2,5,2025-04-17,9.36,0.66
3,1,2025-04-17,497.5,89.55
3,2,2025-04-17,142.14,12.79
3,3,2025-04-17,497.5,24.88
3,4,2025-04-17,142.14,8.53
3,5,2025-04-17,142.14,9.95
4,1,2025-04-17,160.41,28.87
4,2,2025-04-17,64.16,5.77
4,3,2025-04-17,32.08,1.6
4,4,2025-04-17,16.04,0.96
4,5,2025-04-17,48.12,3.37
5,1,2025-04-17,900.09,162.02
5,2,2025-04-17,514.34,46.29
5,3,2025-04-17,257.17,12.86
5,4,2025-04-17,257.17,15.43
5,5,2025-04-17,642.92,45.0
1,1,2025-04-18,303.42,54.62
1,2,2025-04-18,151.71,13.65
1,3,2025-04-18,60.68,3.03
1,4,2025-04-18,30.34,1.82
1,5,2025-04-18,60.68,4.25
2,1,2025-04-18,25.05,4.51
2,2,2025-04-18,9.39,0.85
2,3,2025-04-18,6.26,0.31
2,4,2025-04-18,12.53,0.75
2,5,2025-04-18,9.39,0.66
3,1,2025-04-18,303.5,54.63
3,2,2025-04-18,86.71,7.8
3,3,2025-04-18,303.5,15.18
3,4,2025-04-18,86.71,5.2
3,5,2025-04-18,86.71,6.07
4,1,2025-04-18,199.83,35.97
4,2,2025-04-18,79.93,7.19
4,3,2025-04-18,39.97,2.0
4,4,2025-04-18,19.98,1.2
4,5,2025-04-18,59.95,4.2
5,1,2025-04-18,801.73,144.31
5,2,2025-04-18,458.13,41.23
5,3,2025-04-18,229.07,11.45
5,4,2025-04-18,229.07,13.74
5,5,2025-04-18,572.66,40.09
1,1,2025-04-19,178.12,32.06
1,2,2025-04-19,89.06,8.02
1,3,2025-04-19,35.62,1.78
1,4,2025-04-19,17.81,1.07
1,5,2025-04-19,35.62,2.49
2,1,2025-04-19,14.95,2.69
2,2,2025-04-19,5.61,0.5
2,3,2025-04-19,3.74,0.19
2,4,2025-04-19,7.47,0.45
2,5,2025-04-19,5.61,0.39
3,1,2025-04-19,207.44,37.34
3,2,2025-04-19,59.27,5.33
3,3,2025-04-19,207.44,10.37
3,4,2025-04-19,59.27,3.56
3,5,2025-04-19,59.27,4.15
4,1,2025-04-19,121.25,21.82
4,2,2025-04-19,48.5,4.37
4,3,2025-04-19,24.25,1.21
4,4,2025-04-19,12.12,0.73
4,5,2025-04-19,36.38,2.55
5,1,2025-04-19,497.6,89.57
5,2,2025-04-19,284.34,25.59
5,3,2025-04-19,142.17,7.11
5,4,2025-04-19,142.17,8.53
5,5,2025-04-19,355.43,24.88
1,1,2025-04-21,348.35,62.7
1,2,2025-04-21,174.18,15.68
1,3,2025-04-21,69.67,3.48
1,4,2025-04-21,34.84,2.09
1,5,2025-04-21,69.67,4.88
2,1,2025-04-21,20.57,3.7
2,2,2025-04-21,7.71,0.69
2,3,2025-04-21,5.14,0.26
2,4,2025-04-21,10.28,0.62
2,5,2025-04-21,7.71,0.54
3,1,2025-04-21,382.31,68.82
3,2,2025-04-21,109.23,9.83
3,3,2025-04-21,382.31,19.12
3,4,2025-04-21,109.23,6.55
3,5,2025-04-21,109.23,7.65
4,1,2025-04-21,232.77,41.9
4,2,2025-04-21,93.11,8.38
4,3,2025-04-21,46.55,2.33
4,4,2025-04-21,23.28,1.4
4,5,2025-04-21,69.83,4.89
5,1,2025-04-21,927.56,166.96
5,2,2025-04-21,530.03,47.7
5,3,2025-04-21,265.02,13.25
5,4,2025-04-21,265.02,15.9
5,5,2025-04-21,662.54,46.38
1,1,2025-04-22,323.38,58.21
1,2,2025-04-22,161.69,14.55
1,3,2025-04-22,64.68,3.23
1,4,2025-04-22,32.34,1.94
1,5,2025-04-22,64.68,4.53
2,1,2025-04-22,28.4,5.11
2,2,2025-04-22,10.65,0.96
2,3,2025-04-22,7.1,0.35
2,4,2025-04-22,14.2,0.85
2,5,2025-04-22,10.65,0.75
3,1,2025-04-22,442.56,79.66
3,2,2025-04-22,126.45,11.38
3,3,2025-04-22,442.56,22.13
3,4,2025-04-22,126.45,7.59
3,5,2025-04-22,126.45,8.85
4,1,2025-04-22,150.38,27.07
4,2,2025-04-22,60.15,5.41
4,3,2025-04-22,30.08,1.5
4,4,2025-04-22,15.04,0.9
4,5,2025-04-22,45.11,3.16
5,1,2025-04-22,1002.43,180.44
5,2,2025-04-22,572.82,51.55
5,3,2025-04-22,286.41,14.32
5,4,2025-04-22,286.41,17.18
5,5,2025-04-22,716.02,50.12
1,1,2025-04-23,372.3,67.01
1,2,2025-04-23,186.15,16.75
1,3,2025-04-23,74.46,3.72
1,4,2025-04-23,37.23,2.23
1,5,2025-04-23,74.46,5.21
2,1,2025-04-23,25.55,4.6
2,2,2025-04-23,9.58,0.86
2,3,2025-04-23,6.39,0.32
2,4,2025-04-23,12.78,0.77
2,5,2025-04-23,9.58,0.67
3,1,2025-04-23,383.57,69.04
3,2,2025-04-23,109.59,9.86
3,3,2025-04-23,383.57,19.18
3,4,2025-04-23,109.59,6.58
3,5,2025-04-23,109.59,7.67
4,1,2025-04-23,236.85,42.63
4,2,2025-04-23,94.74,8.53
4,3,2025-04-23,47.37,2.37
4,4,2025-04-23,23.69,1.42
4,5,2025-04-23,71.06,4.97
5,1,2025-04-23,936.55,168.58
5,2,2025-04-23,535.17,48.17
5,3,2025-04-23,267.58,13.38
5,4,2025-04-23,267.58,16.05
5,5,2025-04-23,668.96,46.83
1,1,2025-04-24,441.56,79.48
1,2,2025-04-24,220.78,19.87
1,3,2025-04-24,88.31,4.42
1,4,2025-04-24,44.16,2.65
1,5,2025-04-24,88.31,6.18
2,1,2025-04-24,25.39,4.57
2,2,2025-04-24,9.52,0.86
2,3,2025-04-24,6.35,0.32
2,4,2025-04-24,12.7,0.76
2,5,2025-04-24,9.52,0.67
3,1,2025-04-24,431.9,77.74
3,2,2025-04-24,123.4,11.11
3,3,2025-04-24,431.9,21.59
3,4,2025-04-24,123.4,7.4
3,5,2025-04-24,123.4,8.64
4,1,2025-04-24,173.5,31.23
4,2,2025-04-24,69.4,6.25
4,3,2025-04-24,34.7,1.74
4,4,2025-04-24,17.35,1.04
4,5,2025-04-24,52.05,3.64
5,1,2025-04-24,1050.76,189.14
5,2,2025-04-24,600.44,54.04
5,3,2025-04-24,300.22,15.01
5,4,2025-04-24,300.22,18.01
5,5,2025-04-24,750.54,52.54
1,1,2025-04-25,388.44,69.92
1,2,2025-04-25,194.22,17.48
1,3,2025-04-25,77.69,3.88
1,4,2025-04-25,38.84,2.33
1,5,2025-04-25,77.69,5.44
2,1,2025-04-25,16.17,2.91
2,2,2025-04-25,6.06,0.55
2,3,2025-04-25,4.04,0.2
2,4,2025-04-25,8.09,0.49
2,5,2025-04-25,6.06,0.42
3,1,2025-04-25,468.84,84.39
3,2,2025-04-25,133.96,12.06
3,3,2025-04-25,468.84,23.44
3,4,2025-04-25,133.96,8.04
3,5,2025-04-25,133.96,9.38
4,1,2025-04-25,202.3,36.41
4,2,2025-04-25,80.92,7.28
4,3,2025-04-25,40.46,2.02
4,4,2025-04-25,20.23,1.21
4,5,2025-04-25,60.69,4.25
5,1,2025-04-25,998.71,179.77
5,2,2025-04-25,570.69,51.36
5,3,2025-04-25,285.35,14.27
5,4,2025-04-25,285.35,17.12
5,5,2025-04-25,713.37,49.94
1,1,2025-04-26,258.95,46.61
1,2,2025-04-26,129.48,11.65
1,3,2025-04-26,51.79,2.59
1,4,2025-04-26,25.9,1.55
1,5,2025-04-26,51.79,3.63
2,1,2025-04-26,13.94,2.51
2,2,2025-04-26,5.23,0.47
2,3,2025-04-26,3.49,0.17
2,4,2025-04-26,6.97,0.42
2,5,2025-04-26,5.23,0.37
3,1,2025-04-26,180.84,32.55
3,2,2025-04-26,51.67,4.65
3,3,2025-04-26,180.84,9.04
3,4,2025-04-26,51.67,3.1
3,5,2025-04-26,51.67,3.62
4,1,2025-04-26,123.89,22.3
4,2,2025-04-26,49.56,4.46
4,3,2025-04-26,24.78,1.24
4,4,2025-04-26,12.39,0.74
4,5,2025-04-26,37.17,2.6
5,1,2025-04-26,530.22,95.44
5,2,2025-04-26,302.98,27.27
5,3,2025-04-26,151.49,7.57
5,4,2025-04-26,151.49,9.09
5,5,2025-04-26,378.73,26.51
1,1,2025-04-28,425.13,76.52
1,2,2025-04-28,212.57,19.13
1,3,2025-04-28,85.03,4.25
1,4,2025-04-28,42.51,2.55
1,5,2025-04-28,85.03,5.95
2,1,2025-04-28,20.73,3.73
2,2,2025-04-28,7.77,0.7
2,3,2025-04-28,5.18,0.26
2,4,2025-04-28,10.37,0.62
2,5,2025-04-28,7.77,0.54
3,1,2025-04-28,464.38,83.59
3,2,2025-04-28,132.68,11.94
3,3,2025-04-28,464.38,23.22
3,4,2025-04-28,132.68,7.96
3,5,2025-04-28,132.68,9.29
4,1,2025-04-28,179.34,32.28
4,2,2025-04-28,71.74,6.46
4,3,2025-04-28,35.87,1.79
4,4,2025-04-28,17.93,1.08
4,5,2025-04-28,53.8,3.77
5,1,2025-04-28,970.34,174.66
5,2,2025-04-28,554.48,49.9
5,3,2025-04-28,277.24,13.86
5,4,2025-04-28,277.24,16.63
5,5,2025-04-28,693.1,48.52
1,1,2025-04-29,389.48,70.11
1,2,2025-04-29,194.74,17.53
1,3,2025-04-29,77.9,3.9
1,4,2025-04-29,38.95,2.34
1,5,2025-04-29,77.9,5.45
2,1,2025-04-29,27.14,4.89
2,2,2025-04-29,10.18,0.92
2,3,2025-04-29,6.78,0.34
2,4,2025-04-29,13.57,0.81
2,5,2025-04-29,10.18,0.71
3,1,2025-04-29,384.71,69.25
3,2,2025-04-29,109.92,9.89
3,3,2025-04-29,384.71,19.24
3,4,2025-04-29,109.92,6.6
3,5,2025-04-29,109.92,7.69
4,1,2025-04-29,170.19,30.63
4,2,2025-04-29,68.07,6.13
4,3,2025-04-29,34.04,1.7
4,4,2025-04-29,17.02,1.02
4,5,2025-04-29,51.06,3.57
5,1,2025-04-29,914.39,164.59
5,2,2025-04-29,522.51,47.03
5,3,2025-04-29,261.25,13.06
5,4,2025-04-29,261.25,15.67
5,5,2025-04-29,653.13,45.72
1,1,2025-04-30,348.45,62.72
1,2,2025-04-30,174.23,15.68
1,3,2025-04-30,69.69,3.48
1,4,2025-04-30,34.85,2.09
1,5,2025-04-30,69.69,4.88
2,1,2025-04-30,15.1,2.72
2,2,2025-04-30,5.66,0.51
2,3,2025-04-30,3.77,0.19
2,4,2025-04-30,7.55,0.45
2,5,2025-04-30,5.66,0.4
3,1,2025-04-30,387.87,69.82
3,2,2025-04-30,110.82,9.97
3,3,2025-04-30,387.87,19.39
3,4,2025-04-30,110.82,6.65
3,5,2025-04-30,110.82,7.76
4,1,2025-04-30,181.48,32.67
4,2,2025-04-30,72.59,6.53
4,3,2025-04-30,36.3,1.81
4,4,2025-04-30,18.15,1.09
4,5,2025-04-30,54.44,3.81
5,1,2025-04-30,935.98,168.48
5,2,2025-04-30,534.85,48.14
5,3,2025-04-30,267.42,13.37
5,4,2025-04-30,267.42,16.05
5,5,2025-04-30,668.56,46.8
1,1,2025-05-01,374.43,67.4
1,2,2025-05-01,187.22,16.85
1,3,2025-05-01,74.89,3.74
1,4,2025-05-01,37.44,2.25
1,5,2025-05-01,74.89,5.24
2,1,2025-05-01,12.48,2.25
2,2,2025-05-01,4.68,0.42
2,3,2025-05-01,3.12,0.16
2,4,2025-05-01,6.24,0.37
2,5,2025-05-01,4.68,0.33
3,1,2025-05-01,336.24,60.52
3,2,2025-05-01,96.07,8.65
3,3,2025-05-01,336.24,16.81
3,4,2025-05-01,96.07,5.76
3,5,2025-05-01,96.07,6.72
4,1,2025-05-01,186.39,33.55
4,2,2025-05-01,74.56,6.71
4,3,2025-05-01,37.28,1.86
4,4,2025-05-01,18.64,1.12
4,5,2025-05-01,55.92,3.91
5,1,2025-05-01,950.31,171.06
5,2,2025-05-01,543.03,48.87
5,3,2025-05-01,271.52,13.58
5,4,2025-05-01,271.52,16.29
5,5,2025-05-01,678.79,47.52
1,1,2025-05-02,327.6,58.97
1,2,2025-05-02,163.8,14.74
1,3,2025-05-02,65.52,3.28
1,4,2025-05-02,32.76,1.97
1,5,2025-05-02,65.52,4.59
2,1,2025-05-02,25.22,4.54
2,2,2025-05-02,9.46,0.85
2,3,2025-05-02,6.3,0.32
2,4,2025-05-02,12.61,0.76
2,5,2025-05-02,9.46,0.66
3,1,2025-05-02,351.06,63.19
3,2,2025-05-02,100.3,9.03
3,3,2025-05-02,351.06,17.55
3,4,2025-05-02,100.3,6.02
3,5,2025-05-02,100.3,7.02
4,1,2025-05-02,153.81,27.69
4,2,2025-05-02,61.52,5.54
4,3,2025-05-02,30.76,1.54
4,4,2025-05-02,15.38,0.92
4,5,2025-05-02,46.14,3.23
5,1,2025-05-02,1016.9,183.04
5,2,2025-05-02,581.09,52.3
5,3,2025-05-02,290.54,14.53
5,4,2025-05-02,290.54,17.43
5,5,2025-05-02,726.36,50.85
1,1,2025-05-03,216.57,38.98
1,2,2025-05-03,108.28,9.75
1,3,2025-05-03,43.31,2.17
1,4,2025-05-03,21.66,1.3
1,5,2025-05-03,43.31,3.03
2,1,2025-05-03,12.04,2.17
2,2,2025-05-03,4.51,0.41
2,3,2025-05-03,3.01,0.15
2,4,2025-05-03,6.02,0.36
2,5,2025-05-03,4.51,0.32
3,1,2025-05-03,236.48,42.57
3,2,2025-05-03,67.57,6.08
3,3,2025-05-03,236.48,11.82
3,4,2025-05-03,67.57,4.05
3,5,2025-05-03,67.57,4.73
